"","Species","Haglof_Plot_ID","Haglof_ID","Site","Tag","Health_status","Date","Notes","PlotID","Tree_Dia","Latitude","Longitude","dbh","component","a","b","se","source","ref","leaf.mass","genus","sla","lai","fate"
"110","BEPA",103,3372,"UMBS","3372","L","2019-06-09","share base with 3371 & 3373","D01",231,45.5616315,-84.7077298,23.1,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",6.02974710926768,"Betula",20.82,125.539334814953,"live"
"111","ACSA",109,3448,"UMBS","3448","L","2019-06-10","Shares base with 3449","D01",215,45.5612889,-84.7065255,21.5,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",6.70941899102396,"Acer",19,127.478960829455,"live"
"112","POGR",110,3466,"UMBS","3466","L","2019-06-10","","D01",338,45.5612381,-84.7062789,33.8,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.12174327110123,"Populus",15.89,129.054500577799,"live"
"113","POGR",101,3347,"UMBS","3347","L","2019-06-09","","D01",339,45.5617903,-84.7079312,33.9,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.17651198321661,"Populus",15.89,129.924775413312,"live"
"114","QURU",106,3419,"UMBS","3419","L","2019-06-10","","D01",370,45.5613569,-84.7070798,37,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.18279197243484,"Quercus",14.2,130.395646008575,"live"
"115","QURU",107,3432,"UMBS","3432","L","2019-06-10","","D01",375,45.5613671,-84.7068482,37.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.36389924182048,"Quercus",14.2,132.967369233851,"live"
"116","QURU",104,7,"UMBS","1WQ1","L","2019-06-09","0007 on Haglof","D01",383,45.5615003,-84.7072729,38.3,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.65595989950732,"Quercus",14.2,137.114630573004,"live"
"117","QURU",106,3418,"UMBS","3418","L","2019-06-10","shares base with 3417","D01",388,45.5613331,-84.7070821,38.8,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.83991616067522,"Quercus",14.2,139.726809481588,"live"
"118","POGR",103,3383,"UMBS","3383","D","2019-06-09","","D01",352,45.5615859,-84.7076463,35.2,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.90734602142692,"Populus",15.89,141.537728280474,"live"
"119","QURU",107,3424,"UMBS","3424","L","2019-06-10","Shares base with 3425","D01",399,45.5615616,-84.7069424,39.9,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.2484172927058,"Quercus",14.2,145.527525556423,"live"
"120","QURU",103,3370,"UMBS","3370","L","2019-06-09","","D01",400,45.5616184,-84.7077605,40,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.2858106396594,"Quercus",14.2,146.058511083164,"live"
"121","POGR",102,3356,"UMBS","3356","L","2019-06-09","","D01",362,45.5617024,-84.7079451,36.2,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.49348704583368,"Populus",15.89,150.851509158297,"live"
"122","POGR",109,3463,"UMBS","3463","L","2019-06-10","","D01",363,45.5612043,-84.7063558,36.3,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",9.55325424818013,"Populus",15.89,151.801210003582,"live"
"123","QURU",106,3417,"UMBS","3417","L","2019-06-10","shares base with 3418","D01",415,45.5613453,-84.7070728,41.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.8517859329375,"Quercus",14.2,154.095360247713,"live"
"124","QURU",107,3425,"UMBS","3425","L","2019-06-10","Shares base with 3424","D01",428,45.5615697,-84.7069482,42.8,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.3498970249081,"Quercus",14.2,161.168537753695,"live"
"125","QURU",106,8,"UMBS","1WQ2","L","2019-06-10","0008 on Haglof","D01",432,45.5614025,-84.7071339,43.2,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.5045620017963,"Quercus",14.2,163.364780425507,"live"
"126","QURU",107,3427,"UMBS","3427","L","2019-06-10","","D01",435,45.5614979,-84.7067782,43.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.6209894320152,"Quercus",14.2,165.018049934616,"live"
"127","POGR",101,3355,"UMBS","3355","L","2019-06-09","","D01",378,45.5617326,-84.7079473,37.8,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.4750862797151,"Populus",15.89,166.449120984672,"live"
"128","POGR",130,2,"UMBS","1WP1","L","2019-06-14","0002 on Haglof; returned to remap on 6/14","D01",386,45.5616918,-84.7078189,38.6,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.9862602403155,"Populus",15.89,174.571675218613,"live"
"129","POGR",101,3364,"UMBS","3364","L","2019-06-09","","D01",397,45.5617194,-84.7078352,39.7,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",11.7114904080421,"Populus",15.89,186.095582583789,"live"
"130","POGR",109,3455,"UMBS","3455","L","2019-06-10","","D01",402,45.5612962,-84.7063416,40.2,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.0497499547109,"Populus",15.89,191.470526780356,"live"
"131","BEPA",103,3371,"UMBS","3371","L","2019-06-09","share base with 3372 & 3373","D01",290,45.5616422,-84.7077318,29,"FL",0.0132,1.9505,NA,"Upper Great Lakes","Perala and Alban, 1994",9.39682688628185,"Betula",20.82,195.641935772388,"live"
"132","POGR",109,3450,"UMBS","3450","D","2019-06-10","","D01",413,45.5612477,-84.7064627,41.3,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.8129795110761,"Populus",15.89,203.598244431,"live"
"133","POGR",109,18,"UMBS","1EP2","L","2019-06-10","0018 on Haglof","D01",425,45.5612431,-84.7063045,42.5,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",13.6756689763262,"Populus",15.89,217.306380033823,"live"
"134","POGR",103,3,"UMBS","1WP3","L","2019-06-09","0003 on Haglof","D01",430,45.5616239,-84.7076991,43,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",14.0444423778673,"Populus",15.89,223.166189384311,"live"
"135","ACSA",109,3449,"UMBS","3449","L","2019-06-10","Shares base with 3448","D01",377,45.5612976,-84.7065256,37.7,"FL",0.037,1.695,0.405,"Upper Great Lakes","Perala and Alban, 1994",17.3820226964968,"Acer",19,330.25843123344,"live"
"136","POGR",101,1,"UMBS","1WP2","L","2019-06-09","0001 ID in Haglof","D01",516,45.5617452,-84.7078597,51.6,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",21.2638468352443,"Populus",15.89,337.882526212031,"live"
"137","QURU",127,3720,"UMBS","3720","L","2019-06-12","Shares base with 2EQ3 & 3721","D02",427,45.5613821,-84.7051029,42.7,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",11.3113331966294,"Quercus",14.2,160.620931392138,"kill"
"138","POGR",127,3693,"UMBS","3693","L","2019-06-12","Shares base with 2WP1 (twin trunks)","D02",414,45.5615712,-84.7051794,41.4,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.883668453212,"Populus",15.89,204.721491721539,"kill"
"139","QURU",128,3736,"UMBS","3736","L","2019-06-12","","D02",408,45.5614925,-84.7049053,40.8,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",10.5864847116612,"Quercus",14.2,150.32808290559,"kill"
"140","POGR",126,3677,"UMBS","3677","L","2019-06-12","","D02",402,45.5615518,-84.7052996,40.2,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",12.0497499547109,"Populus",15.89,191.470526780356,"kill"
"141","QURU",128,3723,"UMBS","3723","L","2019-06-12","","D02",392,45.561397,-84.7050718,39.2,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.98786042963215,"Quercus",14.2,141.827618100777,"kill"
"142","QURU",129,3748,"UMBS","3748","L","2019-06-12","Shares base with 3747","D02",391,45.5614484,-84.7047774,39.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.95080966670579,"Quercus",14.2,141.301497267222,"kill"
"143","POGR",129,3738,"UMBS","3738","L","2019-06-12","","D02",375,45.561444,-84.7048983,37.5,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",10.2869090057202,"Populus",15.89,163.458984100894,"kill"
"144","QURU",129,3763,"UMBS","3763","L","2019-06-12","Shares base with 3764","D02",372,45.561273,-84.7046777,37.2,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.25510211617397,"Quercus",14.2,131.42245004967,"kill"
"145","QURU",124,3603,"UMBS","3603","L","2019-06-12","","D02",371,45.5616931,-84.7056279,37.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.21892487372351,"Quercus",14.2,130.908733206874,"kill"
"146","QURU",129,3771,"UMBS","3771","L","2019-06-12","","D02",369,45.561255,-84.7049106,36.9,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.14670347758132,"Quercus",14.2,129.883189381655,"kill"
"147","QURU",129,3764,"UMBS","3764","L","2019-06-12","Shares base with 3763","D02",365,45.5612756,-84.7046618,36.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.00279487758506,"Quercus",14.2,127.839687261708,"kill"
"148","QURU",125,3633,"UMBS","3633","L","2019-06-12","","D02",365,45.5616906,-84.7055023,36.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",9.00279487758506,"Quercus",14.2,127.839687261708,"kill"
"149","QURU",128,3721,"UMBS","3721","L","2019-06-12","Shares base with 2EQ3 & 3720","D02",364,45.561425,-84.7050238,36.4,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.96692940363357,"Quercus",14.2,127.330397531597,"kill"
"150","QURU",127,3716,"UMBS","3716","L","2019-06-12","Shares base with 3717 (twin trunks)","D02",364,45.5613861,-84.7051803,36.4,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.96692940363357,"Quercus",14.2,127.330397531597,"kill"
"151","QURU",126,3674,"UMBS","3674","L","2019-06-12","","D02",359,45.5616468,-84.7051943,35.9,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.78827544086628,"Quercus",14.2,124.793511260301,"kill"
"152","QURU",125,3628,"UMBS","3628","L","2019-06-12","shares base with 3629 and 3630","D02",354,45.5617235,-84.7055479,35.4,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.61075006517619,"Quercus",14.2,122.272650925502,"kill"
"153","QURU",128,3730,"UMBS","3730","L","2019-06-12","","D02",350,45.5612959,-84.7049992,35,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.46954816066599,"Quercus",14.2,120.267583881457,"kill"
"154","POGR",129,3739,"UMBS","3739","L","2019-06-12","Shares base with 2EP2","D02",349,45.5614105,-84.7048938,34.9,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.73557728806996,"Populus",15.89,138.808323107432,"kill"
"155","QURU",129,3772,"UMBS","3772","L","2019-06-12","","D02",349,45.5612949,-84.7049171,34.9,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.43436193684773,"Quercus",14.2,119.767939503238,"kill"
"156","QURU",127,3713,"UMBS","3713","L","2019-06-12","Shares base with 3714 (twin trunks)","D02",349,45.561478,-84.7050402,34.9,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.43436193684773,"Quercus",14.2,119.767939503238,"kill"
"157","QURU",127,3714,"UMBS","3714","L","2019-06-12","Shares base with 3713","D02",349,45.5614852,-84.7050419,34.9,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.43436193684773,"Quercus",14.2,119.767939503238,"kill"
"158","QURU",128,3737,"UMBS","3737","L","2019-06-12","","D02",347,45.5615064,-84.7048803,34.7,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.36412709090601,"Quercus",14.2,118.770604690865,"kill"
"159","QURU",127,3689,"UMBS","3689","L","2019-06-12","second dead stem from same base","D02",342,45.561598,-84.7052189,34.2,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.18934602333016,"Quercus",14.2,116.288713531288,"kill"
"160","POGR",124,3602,"UMBS","3602","L","2019-06-12","","D02",341,45.5616963,-84.7056592,34.1,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",8.28666870412819,"Populus",15.89,131.675165708597,"kill"
"161","QURU",129,3767,"UMBS","3767","L","2019-06-12","","D02",340,45.561216,-84.7048552,34,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",8.11975754909738,"Quercus",14.2,115.300557197183,"kill"
"162","POGR",126,3680,"UMBS","3680","L","2019-06-12","","D02",335,45.5615684,-84.7053432,33.5,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.95867371590299,"Populus",15.89,126.463325345699,"kill"
"163","POGR",128,3727,"UMBS","3727","L","2019-06-12","","D02",334,45.5613817,-84.7049949,33.4,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.90472883016557,"Populus",15.89,125.606141111331,"kill"
"164","POGR",126,3678,"UMBS","3678","L","2019-06-12","","D02",333,45.5615613,-84.7053133,33.3,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.85098947932226,"Populus",15.89,124.752222826431,"kill"
"165","POGR",128,3722,"UMBS","3722","L","2019-06-12","","D02",327,45.5614111,-84.705018,32.7,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.53286009401178,"Populus",15.89,119.697146893847,"kill"
"166","QURU",127,3709,"UMBS","3709","L","2019-06-12","","D02",325,45.5615148,-84.7050492,32.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.60381474815658,"Quercus",14.2,107.974169423823,"kill"
"167","POGR",128,3726,"UMBS","3726","L","2019-06-12","","D02",324,45.5613842,-84.7050107,32.4,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",7.37655631624258,"Populus",15.89,117.213479865095,"kill"
"168","QURU",125,3639,"UMBS","3639","L","2019-06-12","shares base with 2WQ3","D02",324,45.5617442,-84.7054462,32.4,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.56979689695927,"Quercus",14.2,107.491115936822,"kill"
"169","QURU",129,3755,"UMBS","3755","L","2019-06-12","","D02",323,45.5613607,-84.7047524,32.3,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.53582678427497,"Quercus",14.2,107.008740336705,"kill"
"170","QURU",129,3747,"UMBS","3747","L","2019-06-12","Shares base with 3748","D02",318,45.5614458,-84.7047819,31.8,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",7.36669512937779,"Quercus",14.2,104.607070837165,"kill"
"171","POGR",127,3704,"UMBS","3704","L","2019-06-12","","D02",313,45.5615073,-84.7053869,31.3,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.8191011429336,"Populus",15.89,108.355517161215,"kill"
"172","POGR",129,3758,"UMBS","3758","L","2019-06-12","","D02",307,45.5612904,-84.7047579,30.7,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",6.52534635631495,"Populus",15.89,103.687753601845,"kill"
"173","QURU",127,3699,"UMBS","3699","L","2019-06-12","","D02",300,45.5614311,-84.705264,30,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.76788020705591,"Quercus",14.2,96.1038989401939,"kill"
"174","QURU",125,3653,"UMBS","3653","L","2019-06-12","Shares base with 3654 and 3652","D02",296,45.561628,-84.7053852,29.6,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.6369825679234,"Quercus",14.2,94.2451524645122,"kill"
"175","QURU",127,3708,"UMBS","3708","L","2019-06-12","","D02",296,45.5615593,-84.7050279,29.6,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.6369825679234,"Quercus",14.2,94.2451524645122,"kill"
"176","QURU",125,3658,"UMBS","3658","L","2019-06-12","Shares base with 2WQ1","D02",292,45.5616556,-84.705333,29.2,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.50688732190444,"Quercus",14.2,92.397799971043,"kill"
"177","QURU",125,3648,"UMBS","3648","L","2019-06-12","","D02",291,45.5616892,-84.7054268,29.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.47448958141897,"Quercus",14.2,91.9377520561494,"kill"
"178","QURU",129,3757,"UMBS","3757","L","2019-06-12","","D02",291,45.5613465,-84.7046957,29.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.47448958141897,"Quercus",14.2,91.9377520561494,"kill"
"179","POGR",129,3776,"UMBS","3776","L","2019-06-12","","D02",283,45.5613616,-84.7049384,28.3,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.42222961858395,"Populus",15.89,86.159228639299,"kill"
"180","QURU",128,3729,"UMBS","3729","L","2019-06-12","shares base with 3728","D02",281,45.5613438,-84.7050172,28.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.153311951112,"Quercus",14.2,87.3770297057904,"kill"
"181","POGR",129,3775,"UMBS","3775","L","2019-06-12","","D02",278,45.5613517,-84.7049339,27.8,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.20673740163747,"Populus",15.89,82.7350573120195,"kill"
"182","QURU",125,3647,"UMBS","3647","L","2019-06-12","","D02",278,45.5617115,-84.7053485,27.8,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.05796019564345,"Quercus",14.2,86.023034778137,"kill"
"183","POGR",127,3703,"UMBS","3703","L","2019-06-12","","D02",277,45.561546,-84.7051082,27.7,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",5.16422598705073,"Populus",15.89,82.0595509342361,"kill"
"184","QURU",129,3750,"UMBS","3750","L","2019-06-12","","D02",277,45.5614239,-84.7047788,27.7,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.02627992874771,"Quercus",14.2,85.5731749882175,"kill"
"185","QURU",129,3754,"UMBS","3754","L","2019-06-12","","D02",277,45.5613884,-84.704743,27.7,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",6.02627992874771,"Quercus",14.2,85.5731749882175,"kill"
"186","POGR",129,3768,"UMBS","3768","L","2019-06-12","","D02",272,45.5612596,-84.7048196,27.2,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",4.95459341190024,"Populus",15.89,78.7284893150949,"kill"
"187","QURU",125,3657,"UMBS","3657","L","2019-06-12","","D02",272,45.5616818,-84.7053405,27.2,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.86866058502624,"Quercus",14.2,83.3349803073726,"kill"
"188","QURU",125,3650,"UMBS","3650","L","2019-06-12","Shares base with 3651","D02",267,45.5616394,-84.7054288,26.7,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.71235412387205,"Quercus",14.2,81.1154285589831,"kill"
"189","QURU",125,3651,"UMBS","3651","L","2019-06-12","Shares base with 3650","D02",258,45.5616326,-84.7054285,25.8,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.43435380119584,"Quercus",14.2,77.1678239769809,"kill"
"190","QURU",125,3629,"UMBS","3629","L","2019-06-12","shares base with 3628 and 3630","D02",258,45.5617175,-84.7055404,25.8,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.43435380119584,"Quercus",14.2,77.1678239769809,"kill"
"191","QURU",129,3777,"UMBS","3777","L","2019-06-12","","D02",252,45.5613862,-84.7047305,25.2,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.25144745305989,"Quercus",14.2,74.5705538334504,"kill"
"192","QURU",128,3725,"UMBS","3725","L","2019-06-12","","D02",250,45.5613995,-84.7050013,25,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.19091538875945,"Quercus",14.2,73.7109985203842,"kill"
"193","QURU",127,3717,"UMBS","3717","L","2019-06-12","Shares base with 3716 (twin trunks)","D02",247,45.5613838,-84.7051755,24.7,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",5.10052997711744,"Quercus",14.2,72.4275256750676,"kill"
"194","QURU",128,3728,"UMBS","3728","L","2019-06-12","shares base with 3729","D02",241,45.5613507,-84.7050213,24.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.92125687288727,"Quercus",14.2,69.8818475949992,"kill"
"195","QURU",129,3743,"UMBS","3743","L","2019-06-12","","D02",239,45.5614175,-84.7048344,23.9,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.86194658532014,"Quercus",14.2,69.039641511546,"kill"
"196","QURU",125,3652,"UMBS","3652","L","2019-06-12","Shares base with 3653 & 3654","D02",235,45.5616258,-84.7053896,23.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.74400324017087,"Quercus",14.2,67.3648460104264,"kill"
"197","QURU",125,3649,"UMBS","3649","L","2019-06-12","","D02",234,45.5616368,-84.7054684,23.4,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.71465925162249,"Quercus",14.2,66.9481613730393,"kill"
"198","QURU",125,3654,"UMBS","3654","L","2019-06-12","Shares base with 3652 & 3653","D02",231,45.5616169,-84.7053915,23.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.62696983438925,"Quercus",14.2,65.7029716483274,"kill"
"199","QURU",125,3661,"UMBS","3661","L","2019-06-12","","D02",231,45.5616684,-84.7053123,23.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.62696983438925,"Quercus",14.2,65.7029716483274,"kill"
"200","QURU",127,3690,"UMBS","3690","L","2019-06-12","","D02",231,45.5615954,-84.7051852,23.1,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",4.62696983438925,"Quercus",14.2,65.7029716483274,"kill"
"201","POGR",124,3607,"UMBS","3607","L","2019-06-12","","D02",221,45.5617021,-84.7056053,22.1,"FL",0.0027,2.275,0.487,"Upper Great Lakes","Perala and Alban, 1994",3.08927227486231,"Populus",15.89,49.0885364475621,"kill"
"202","QURU",125,3630,"UMBS","3630","L","2019-06-12","shares base with 3628 and 3629","D02",200,45.5617171,-84.7055544,20,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.75180174506629,"Quercus",14.2,53.2755847799413,"kill"
"203","FAGR",124,3613,"UMBS","3613","L","2019-06-12","shares base with small second stem","D02",189,45.5618224,-84.7056552,18.9,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",2.8078351105718,"Fagus",35,98.2742288700128,"kill"
"204","PIRE",125,3632,"UMBS","3632","L","2019-06-12","","D02",188,45.5616451,-84.705586,18.8,"FL",7e-04,3.122,0.553,"","",6.65302025141068,"Pinus",5.39,35.8597791551036,"kill"
"205","ACRU",129,3765,"UMBS","3765","L","2019-06-12","Shares base with 3766 & additional small stem","D02",186,45.5612241,-84.704777,18.6,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",3.36324701878833,"Acer",19,63.9016933569782,"kill"
"206","QURU",129,3770,"UMBS","3770","L","2019-06-12","Crown destroyed","D02",175,45.5612631,-84.7048802,17.5,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",3.08931076823341,"Quercus",14.2,43.8682129089144,"kill"
"207","ACRU",126,3675,"UMBS","3675","L","2019-06-12","shares base with 2WA3","D02",170,45.5615609,-84.7052909,17,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.92819618671585,"Acer",19,55.6357275476012,"kill"
"208","ACRU",127,3694,"UMBS","3694","L","2019-06-12","Small stems from same base","D02",161,45.5614954,-84.7052106,16.1,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.69290281866381,"Acer",19,51.1651535546124,"kill"
"209","ACRU",127,3685,"UMBS","3685","L","2019-06-12","Shares base with 3686","D02",159,45.5615283,-84.705398,15.9,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.64155953546813,"Acer",19,50.1896311738944,"kill"
"210","ACRU",129,3774,"UMBS","3774","L","2019-06-12","Shares base with 3773","D02",153,45.5613253,-84.7049262,15.3,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.48962327388348,"Acer",19,47.3028422037861,"kill"
"211","QURU",129,3742,"UMBS","3742","L","2019-06-12","","D02",150,45.5614278,-84.7048522,15,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.46861872736874,"Quercus",14.2,35.0543859286362,"kill"
"212","ACRU",127,3719,"UMBS","3719","L","2019-06-12","Several small stems from same base","D02",146,45.5613739,-84.7051433,14.6,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.31639292460903,"Acer",19,44.0114655675716,"kill"
"213","FAGR",125,3656,"UMBS","3656","L","2019-06-12","two smaller stems from same base","D02",142,45.5615593,-84.7054613,14.2,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.76169859863463,"Fagus",35,61.659450952212,"kill"
"214","ACRU",127,3718,"UMBS","3718","L","2019-06-12","Several small stems from same base","D02",138,45.5613861,-84.7051312,13.8,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.12384405361475,"Acer",19,40.3530370186802,"kill"
"215","FAGR",128,3735,"UMBS","3735","L","2019-06-12","Second small stem from base","D02",137,45.5614807,-84.7049175,13.7,"FL",0.0233,1.6303,0.341,"New Brunswick","ker 1980a",1.66169556847449,"Fagus",35,58.1593448966071,"kill"
"216","ACRU",127,3707,"UMBS","3707","L","2019-06-12","Shares base with 3706","D02",136,45.5615536,-84.70505,13.6,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.07662821620831,"Acer",19,39.4559361079578,"kill"
"217","QURU",129,3752,"UMBS","3752","L","2019-06-12","","D02",134,45.5613661,-84.7048074,13.4,"FL",0.048,1.455,0.426,"Upper Great Lakes","Perala and Alban, 1994",2.0949743933358,"Quercus",14.2,29.7486363853683,"kill"
"218","ACRU",125,3638,"UMBS","3638","L","2019-06-12","","D02",133,45.5617731,-84.7054463,13.3,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",2.00650552027729,"Acer",19,38.1236048852685,"kill"
"219","ACRU",129,3745,"UMBS","3745","L","2019-06-12","Shares base with 3744 & 3746","D02",131,45.561453,-84.7048084,13.1,"FL",0.0373,1.54,0.569,"Michigan","Crow and Erdman, 1983",1.96022817481107,"Acer",19,37.2443353214103,"kill"
