"Obs","HHMMSS","FTime","EBal.","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","CsMchSD","HsMchSD","CrMchSD","HrMchSD","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","Filename","Plot","Species","Sample","Filename_date","Timestamp","Comments"
4,"14:47:00",245,0,10.6,0.129,256,1.43,1.11,24.54,6,1.42,1,2.84,21.17,24.54,20.06,413.41,399.97,18.445,20.124,71.96,78.51,500.3,2000,0,98.39,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can04_07222018","D01E","pogr","can04","07222018",2018-07-22 14:43:02,"14:43:03 ; "
5,"14:47:01",246,0,10.7,0.129,256,1.43,1.11,24.54,6,1.42,1,2.84,21.17,24.54,20.06,413.51,399.99,18.445,20.124,71.96,78.51,500.3,2000,0,98.39,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can04_07222018","D01E","pogr","can04","07222018",2018-07-22 14:43:02,"14:43:03 ; "
1,"14:52:22",198,0,9.81,0.106,240,1.24,1.16,24.73,6,1.42,1,2.84,21.18,24.73,20.06,412.29,399.92,18.519,19.974,72.19,77.86,500.3,1999,0,98.4,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can05_07222018","D01E","pogr","can05","07222018",2018-07-22 14:49:12,"14:49:13 ; "
2,"14:52:23",199,0,9.77,0.106,241,1.24,1.16,24.72,6,1.42,1,2.84,21.18,24.72,20.06,412.24,399.92,18.519,19.974,72.19,77.86,500.3,1999,0,98.4,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can05_07222018","D01E","pogr","can05","07222018",2018-07-22 14:49:12,"14:49:13 ; "
3,"14:52:24",200,0,9.7,0.106,242,1.24,1.16,24.73,6,1.42,1,2.84,21.18,24.73,20.06,412.16,399.94,18.52,19.975,72.19,77.86,500.3,1999,0,98.4,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can05_07222018","D01E","pogr","can05","07222018",2018-07-22 14:49:12,"14:49:13 ; "
4,"14:52:25",201,0,9.72,0.106,242,1.24,1.16,24.72,6,1.42,1,2.84,21.18,24.72,20.06,412.2,399.95,18.519,19.976,72.19,77.87,500.2,1999,0,98.4,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can05_07222018","D01E","pogr","can05","07222018",2018-07-22 14:49:12,"14:49:13 ; "
5,"14:52:26",202,0,9.73,0.106,242,1.24,1.16,24.73,6,1.42,1,2.84,21.18,24.73,20.06,412.24,399.97,18.52,19.977,72.19,77.87,500.2,1999,0,98.4,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can05_07222018","D01E","pogr","can05","07222018",2018-07-22 14:49:12,"14:49:13 ; "
1,"14:59:31",183,0,6.1,0.0608,230,0.75,1.21,24.71,6,1.42,1,2.84,21.18,24.71,20.06,407.73,400.05,18.611,19.493,72.55,75.99,500.3,2000,0,98.39,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can06_07222018","D01E","pogr","can06","07222018",2018-07-22 14:56:34,"14:56:35 ; "
2,"14:59:32",184.5,0,6.14,0.0606,229,0.749,1.21,24.72,6,1.42,1,2.84,21.18,24.72,20.06,407.76,400.04,18.611,19.492,72.55,75.98,500.2,2000,0,98.39,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can06_07222018","D01E","pogr","can06","07222018",2018-07-22 14:56:34,"14:56:35 ; "
3,"14:59:34",185.5,0,6.13,0.0606,229,0.748,1.21,24.72,6,1.42,1,2.84,21.18,24.72,20.06,407.76,400.04,18.612,19.492,72.55,75.98,500.1,2000,0,98.39,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can06_07222018","D01E","pogr","can06","07222018",2018-07-22 14:56:34,"14:56:35 ; "
4,"14:59:35",187,0,6.13,0.0604,228,0.749,1.21,24.74,6,1.42,1,2.84,21.18,24.74,20.06,407.74,400.03,18.609,19.49,72.55,75.98,500.1,2000,0,98.39,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can06_07222018","D01E","pogr","can06","07222018",2018-07-22 14:56:34,"14:56:35 ; "
5,"14:59:36",188,0,6.08,0.0603,229,0.747,1.21,24.74,6,1.42,1,2.84,21.18,24.74,20.06,407.69,400.03,18.611,19.49,72.56,75.98,500.2,2000,0,98.39,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can06_07222018","D01E","pogr","can06","07222018",2018-07-22 14:56:34,"14:56:35 ; "
1,"15:10:21",288.5,0,13.3,0.214,289,1.98,0.951,24.07,6,1.42,1,2.84,21.14,24.07,20.06,416.77,399.87,18.578,20.899,72.6,81.68,500.3,2000,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can07_07222018","D01E","pogr","can07","07222018",2018-07-22 15:05:38,"15:05:40 ; "
2,"15:10:22",289.5,0,13.3,0.214,289,1.98,0.951,24.07,6,1.42,1,2.84,21.14,24.07,20.06,416.73,399.85,18.579,20.9,72.61,81.68,500.3,2000,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can07_07222018","D01E","pogr","can07","07222018",2018-07-22 15:05:38,"15:05:40 ; "
3,"15:10:23",290.5,0,13.3,0.215,289,1.98,0.951,24.07,6,1.42,1,2.84,21.14,24.07,20.06,416.71,399.84,18.58,20.903,72.62,81.69,500.4,2000,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can07_07222018","D01E","pogr","can07","07222018",2018-07-22 15:05:38,"15:05:40 ; "
4,"15:10:23",290.5,0,13.3,0.215,289,1.98,0.951,24.07,6,1.42,1,2.84,21.14,24.07,20.06,416.71,399.84,18.58,20.903,72.62,81.69,500.4,2000,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can07_07222018","D01E","pogr","can07","07222018",2018-07-22 15:05:38,"15:05:40 ; "
5,"15:10:25",292,0,13.3,0.215,289,1.98,0.95,24.07,6,1.42,1,2.84,21.14,24.07,20.06,416.74,399.83,18.58,20.904,72.62,81.71,500.4,2000,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can07_07222018","D01E","pogr","can07","07222018",2018-07-22 15:05:38,"15:05:40 ; "
1,"15:15:06",230,0,13.1,0.187,276,1.89,1.04,24.57,6,1.42,1,2.84,21.17,24.57,20.06,416.48,399.87,18.743,20.966,73.12,81.79,500.3,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can08_07222018","D01E","pogr","can08","07222018",2018-07-22 15:11:22,"15:11:23 ; "
2,"15:15:07",231,0,13.1,0.186,275,1.89,1.04,24.57,6,1.42,1,2.84,21.17,24.57,20.06,416.44,399.85,18.747,20.967,73.14,81.8,500.2,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can08_07222018","D01E","pogr","can08","07222018",2018-07-22 15:11:22,"15:11:23 ; "
3,"15:15:08",232,0,13.1,0.186,275,1.89,1.04,24.58,6,1.42,1,2.84,21.17,24.58,20.06,416.46,399.85,18.748,20.967,73.14,81.8,500.2,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can08_07222018","D01E","pogr","can08","07222018",2018-07-22 15:11:22,"15:11:23 ; "
4,"15:15:09",233.5,0,13.2,0.186,274,1.89,1.04,24.58,6,1.42,1,2.84,21.17,24.58,20.06,416.52,399.82,18.752,20.969,73.15,81.81,500.3,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can08_07222018","D01E","pogr","can08","07222018",2018-07-22 15:11:22,"15:11:23 ; "
5,"15:15:11",235,0,13.1,0.186,275,1.89,1.04,24.57,6,1.42,1,2.84,21.17,24.57,20.06,416.5,399.83,18.751,20.97,73.15,81.81,500.3,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can08_07222018","D01E","pogr","can08","07222018",2018-07-22 15:11:22,"15:11:23 ; "
1,"15:20:23",278.5,0,15.8,0.258,289,2.32,0.94,24.43,6,1.42,1,2.84,21.2,24.43,20.06,419.94,399.82,18.96,21.686,73.84,84.46,500.3,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can09_07222018","D01E","pogr","can09","07222018",2018-07-22 15:15:51,"15:15:51 ; "
2,"15:20:24",279.5,0,15.9,0.258,288,2.32,0.94,24.44,6,1.42,1,2.84,21.2,24.44,20.06,419.95,399.8,18.961,21.688,73.85,84.47,500.2,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can09_07222018","D01E","pogr","can09","07222018",2018-07-22 15:15:51,"15:15:51 ; "
3,"15:20:25",280.5,0,15.9,0.258,288,2.32,0.941,24.44,6,1.42,1,2.84,21.2,24.44,20.06,419.97,399.79,18.962,21.686,73.85,84.46,500.1,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can09_07222018","D01E","pogr","can09","07222018",2018-07-22 15:15:51,"15:15:51 ; "
4,"15:20:26",281.5,0,15.9,0.258,288,2.32,0.941,24.44,6,1.42,1,2.84,21.2,24.44,20.06,419.96,399.76,18.962,21.687,73.85,84.46,500.1,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can09_07222018","D01E","pogr","can09","07222018",2018-07-22 15:15:51,"15:15:51 ; "
5,"15:20:28",283,0,15.8,0.258,289,2.32,0.94,24.44,6,1.42,1,2.84,21.2,24.44,20.06,419.92,399.8,18.962,21.688,73.85,84.46,500.1,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_pogr_can09_07222018","D01E","pogr","can09","07222018",2018-07-22 15:15:51,"15:15:51 ; "
1,"15:30:54",192,0,13.5,0.199,279,2,1.03,24.89,6,1.42,1,2.84,21.26,24.89,20.06,417.1,399.93,19.298,21.645,74.9,84.01,500.4,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can01_07222018","D01E","quru","can01","07222018",2018-07-22 15:27:55,"15:27:56 ; "
2,"15:30:55",193.5,0,13.6,0.198,278,2,1.03,24.91,6,1.42,1,2.84,21.26,24.91,20.06,417.15,399.94,19.301,21.644,74.91,84,500.4,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can01_07222018","D01E","quru","can01","07222018",2018-07-22 15:27:55,"15:27:56 ; "
3,"15:30:57",194.5,0,13.6,0.197,277,2,1.04,24.93,6,1.42,1,2.84,21.26,24.93,20.06,417.19,399.94,19.302,21.644,74.91,84,500.4,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can01_07222018","D01E","quru","can01","07222018",2018-07-22 15:27:55,"15:27:56 ; "
4,"15:30:58",195.5,0,13.6,0.197,278,1.99,1.03,24.92,6,1.42,1,2.84,21.26,24.92,20.06,417.2,399.95,19.304,21.645,74.92,84,500.3,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can01_07222018","D01E","quru","can01","07222018",2018-07-22 15:27:55,"15:27:56 ; "
5,"15:30:59",197,0,13.6,0.197,277,2,1.04,24.93,6,1.42,1,2.84,21.26,24.93,20.06,417.21,399.93,19.303,21.645,74.91,84,500.1,1999,0,98.42,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can01_07222018","D01E","quru","can01","07222018",2018-07-22 15:27:55,"15:27:56 ; "
1,"15:35:28",214.5,0,13.7,0.224,290,2.15,0.993,24.93,6,1.42,1,2.84,21.33,24.93,20.06,417.37,399.91,19.552,22.079,75.54,85.3,500.3,1999,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can02_07222018","D01E","quru","can02","07222018",2018-07-22 15:31:59,"15:32:01 ; "
2,"15:35:29",215.5,0,13.7,0.224,290,2.16,0.994,24.93,6,1.42,1,2.84,21.33,24.93,20.06,417.38,399.9,19.551,22.079,75.54,85.31,500.3,1998,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can02_07222018","D01E","quru","can02","07222018",2018-07-22 15:31:59,"15:32:01 ; "
3,"15:35:30",217,0,13.8,0.224,289,2.16,0.995,24.94,6,1.42,1,2.84,21.33,24.94,20.06,417.42,399.89,19.553,22.08,75.54,85.31,500.4,1999,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can02_07222018","D01E","quru","can02","07222018",2018-07-22 15:31:59,"15:32:01 ; "
4,"15:35:33",220.5,0,13.8,0.225,290,2.15,0.991,24.92,6,1.42,1,2.84,21.33,24.92,20.07,417.43,399.89,19.558,22.082,75.55,85.31,500.4,2001,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can02_07222018","D01E","quru","can02","07222018",2018-07-22 15:31:59,"15:32:01 ; "
5,"15:35:35",222,0,13.7,0.224,290,2.15,0.99,24.91,6,1.42,1,2.84,21.34,24.91,20.07,417.35,399.87,19.561,22.082,75.55,85.29,500.2,2001,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can02_07222018","D01E","quru","can02","07222018",2018-07-22 15:31:59,"15:32:01 ; "
1,"15:41:08",163,0,12,0.163,270,1.79,1.11,25.46,6,1.42,1,2.84,21.35,25.46,20.06,415.27,399.97,19.78,21.881,76.31,84.41,500.3,1999,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can03_07222018","D01E","quru","can03","07222018",2018-07-22 15:38:33,"15:38:34 ; "
2,"15:41:08",163.5,0,12,0.163,270,1.79,1.11,25.45,6,1.42,1,2.84,21.35,25.45,20.05,415.29,399.99,19.782,21.882,76.32,84.42,500.3,1999,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can03_07222018","D01E","quru","can03","07222018",2018-07-22 15:38:33,"15:38:34 ; "
3,"15:41:09",164.5,0,12,0.163,270,1.79,1.11,25.46,6,1.42,1,2.84,21.35,25.46,20.06,415.29,400.02,19.785,21.886,76.33,84.43,500.3,1999,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can03_07222018","D01E","quru","can03","07222018",2018-07-22 15:38:33,"15:38:34 ; "
4,"15:41:10",165.5,0,12,0.163,270,1.79,1.11,25.45,6,1.42,1,2.84,21.35,25.45,20.06,415.31,400.02,19.786,21.886,76.33,84.43,500.2,1999,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can03_07222018","D01E","quru","can03","07222018",2018-07-22 15:38:33,"15:38:34 ; "
5,"15:41:11",166,0,12.1,0.163,270,1.79,1.11,25.44,6,1.42,1,2.84,21.35,25.44,20.06,415.37,400.05,19.787,21.887,76.34,84.44,500.2,1999,0,98.41,-2.66,0.508,0.487,0.00494,0.511,0.00285,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can03_07222018","D01E","quru","can03","07222018",2018-07-22 15:38:33,"15:38:34 ; "
4,"15:47:40",346,0,9.05,0.0626,158,0.922,1.44,26.78,6,1.42,1,2.84,21.42,26.78,20.09,411.11,399.82,20.202,21.285,77.64,81.79,500.3,2000,0,98.4,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can04_07222018","D01E","quru","can04","07222018",2018-07-22 15:41:57,"15:41:59 ; 2. 15:42:21 Flow: Fixed -> 500 umol/s; 15:41:59 ; 3. 15:42:56 Flow: Fixed -> 500 umol/s; 15:41:59 ; 4. 15:43:46 Flow: Fixed -> 500 umol/s; 15:41:59 ; 8. 15:47:21 ignore first 3 logs"
5,"15:47:41",347,0,9.1,0.0626,156,0.923,1.44,26.78,6,1.42,1,2.84,21.42,26.78,20.09,411.18,399.82,20.202,21.285,77.62,81.78,500.3,2000,0,98.4,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can04_07222018","D01E","quru","can04","07222018",2018-07-22 15:41:57,"15:41:59 ; 2. 15:42:21 Flow: Fixed -> 500 umol/s; 15:41:59 ; 3. 15:42:56 Flow: Fixed -> 500 umol/s; 15:41:59 ; 4. 15:43:46 Flow: Fixed -> 500 umol/s; 15:41:59 ; 8. 15:47:21 ignore first 3 logs"
6,"15:47:42",348.5,0,9.1,0.0626,156,0.922,1.44,26.78,6,1.42,1,2.84,21.42,26.78,20.08,411.19,399.84,20.201,21.284,77.61,81.76,500.4,2000,0,98.4,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can04_07222018","D01E","quru","can04","07222018",2018-07-22 15:41:57,"15:41:59 ; 2. 15:42:21 Flow: Fixed -> 500 umol/s; 15:41:59 ; 3. 15:42:56 Flow: Fixed -> 500 umol/s; 15:41:59 ; 4. 15:43:46 Flow: Fixed -> 500 umol/s; 15:41:59 ; 8. 15:47:21 ignore first 3 logs"
7,"15:47:43",349.5,0,9.07,0.0625,157,0.922,1.44,26.79,6,1.42,1,2.84,21.42,26.79,20.07,411.18,399.86,20.201,21.283,77.6,81.76,500.4,2000,0,98.4,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can04_07222018","D01E","quru","can04","07222018",2018-07-22 15:41:57,"15:41:59 ; 2. 15:42:21 Flow: Fixed -> 500 umol/s; 15:41:59 ; 3. 15:42:56 Flow: Fixed -> 500 umol/s; 15:41:59 ; 4. 15:43:46 Flow: Fixed -> 500 umol/s; 15:41:59 ; 8. 15:47:21 ignore first 3 logs"
8,"15:47:44",350.5,0,9.07,0.0626,157,0.923,1.44,26.79,6,1.42,1,2.84,21.42,26.79,20.07,411.17,399.86,20.201,21.284,77.6,81.76,500.4,2000,0,98.4,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can04_07222018","D01E","quru","can04","07222018",2018-07-22 15:41:57,"15:41:59 ; 2. 15:42:21 Flow: Fixed -> 500 umol/s; 15:41:59 ; 3. 15:42:56 Flow: Fixed -> 500 umol/s; 15:41:59 ; 4. 15:43:46 Flow: Fixed -> 500 umol/s; 15:41:59 ; 8. 15:47:21 ignore first 3 logs"
6,"15:55:33",348.5,0,8.22,0.0635,182,0.819,1.26,26.04,6,1.42,1,2.84,21.49,26.04,20.06,410.18,399.92,20.579,21.54,78.74,82.42,500.2,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can05_07222018","D01E","quru","can05","07222018",2018-07-22 15:49:51,"15:49:52 ; "
7,"15:55:34",349.5,0,8.24,0.0636,183,0.82,1.26,26.03,6,1.42,1,2.84,21.49,26.03,20.05,410.18,399.91,20.58,21.542,78.75,82.44,500.1,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can05_07222018","D01E","quru","can05","07222018",2018-07-22 15:49:51,"15:49:52 ; "
8,"15:55:35",350.5,0,8.17,0.0637,185,0.821,1.26,26.03,6,1.42,1,2.84,21.49,26.03,20.05,410.1,399.9,20.581,21.545,78.76,82.45,500.1,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can05_07222018","D01E","quru","can05","07222018",2018-07-22 15:49:51,"15:49:52 ; "
9,"15:55:36",351.5,0,8.11,0.0641,187,0.824,1.26,26.02,6,1.42,1,2.84,21.48,26.02,20.05,410,399.88,20.581,21.549,78.77,82.47,500,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can05_07222018","D01E","quru","can05","07222018",2018-07-22 15:49:51,"15:49:52 ; "
10,"15:55:37",352.5,0,8.09,0.0644,189,0.827,1.26,26.02,6,1.42,1,2.84,21.49,26.02,20.06,409.99,399.88,20.581,21.552,78.77,82.48,500,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can05_07222018","D01E","quru","can05","07222018",2018-07-22 15:49:51,"15:49:52 ; "
1,"16:01:34",164.5,0,6.82,0.0544,190,0.655,1.17,25.63,6,1.42,1,2.84,21.5,25.63,20.05,408.49,399.99,20.86,21.629,79.76,82.7,500.3,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can06_07222018","D01E","quru","can06","07222018",2018-07-22 15:58:59,"15:59:00 ; "
2,"16:01:35",165.5,0,6.82,0.0545,191,0.655,1.17,25.63,6,1.42,1,2.84,21.5,25.63,20.05,408.47,399.98,20.861,21.63,79.77,82.71,500.2,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can06_07222018","D01E","quru","can06","07222018",2018-07-22 15:58:59,"15:59:00 ; "
3,"16:01:36",166.5,0,6.81,0.0546,191,0.656,1.17,25.63,6,1.42,1,2.84,21.5,25.63,20.05,408.46,399.97,20.861,21.632,79.77,82.72,500.1,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can06_07222018","D01E","quru","can06","07222018",2018-07-22 15:58:59,"15:59:00 ; "
4,"16:01:38",167.5,0,6.83,0.0545,190,0.656,1.17,25.64,6,1.42,1,2.84,21.5,25.64,20.06,408.51,399.99,20.863,21.632,79.77,82.72,500,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can06_07222018","D01E","quru","can06","07222018",2018-07-22 15:58:59,"15:59:00 ; "
5,"16:01:38",168.5,0,6.82,0.0542,190,0.653,1.17,25.64,6,1.42,1,2.84,21.5,25.64,20.06,408.49,400,20.866,21.633,79.79,82.72,500,2000,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can06_07222018","D01E","quru","can06","07222018",2018-07-22 15:58:59,"15:59:00 ; "
1,"16:57:40",175.5,0,10.2,0.0921,210,1.24,1.32,26.23,6,1.42,1,2.84,21.49,26.23,20.06,412.89,400.01,19.851,21.3,75.94,81.49,500.2,1999,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can07_07222018","D01E","quru","can07","07222018",2018-07-22 16:54:56,"16:54:58 ; "
2,"16:57:41",176.5,0,10.3,0.0923,210,1.24,1.32,26.23,6,1.42,1,2.84,21.49,26.23,20.06,412.9,399.98,19.848,21.3,75.93,81.48,500.2,1999,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can07_07222018","D01E","quru","can07","07222018",2018-07-22 16:54:56,"16:54:58 ; "
3,"16:57:42",177.5,0,10.3,0.0923,209,1.24,1.32,26.22,6,1.42,1,2.84,21.49,26.22,20.06,412.95,399.98,19.851,21.301,75.94,81.48,500.1,1999,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can07_07222018","D01E","quru","can07","07222018",2018-07-22 16:54:56,"16:54:58 ; "
4,"16:57:43",179,0,10.4,0.0919,208,1.23,1.32,26.22,6,1.42,1,2.84,21.49,26.22,20.06,413.01,399.97,19.853,21.3,75.94,81.48,500.1,1999,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can07_07222018","D01E","quru","can07","07222018",2018-07-22 16:54:56,"16:54:58 ; "
5,"16:57:45",180,0,10.4,0.0918,207,1.23,1.32,26.23,6,1.42,1,2.84,21.49,26.23,20.06,413.04,399.98,19.853,21.299,75.94,81.47,500.1,1999,0,98.41,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,0.7,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can07_07222018","D01E","quru","can07","07222018",2018-07-22 16:54:56,"16:54:58 ; "
1,"17:01:38",173.5,0,8.71,0.0904,235,1.17,1.28,25.91,6,1.42,1,2.84,21.47,25.91,20.05,411.23,400.22,19.772,21.143,75.71,80.96,500.3,1999,0,98.38,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can08_07222018","D01E","quru","can08","07222018",2018-07-22 16:58:51,"16:58:53 ; "
2,"17:01:39",175,0,8.63,0.0899,236,1.17,1.28,25.92,6,1.42,1,2.84,21.47,25.92,20.05,411.19,400.28,19.773,21.142,75.71,80.95,500.3,1999,0,98.38,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can08_07222018","D01E","quru","can08","07222018",2018-07-22 16:58:51,"16:58:53 ; "
3,"17:01:40",176,0,8.56,0.0897,237,1.16,1.28,25.93,6,1.42,1,2.84,21.47,25.93,20.05,411.16,400.34,19.774,21.14,75.71,80.94,500.3,1999,0,98.38,-3.46,0.51,0.0751,0.000804,0.0875,0.000898,1,-0.22,2.74,1,0,0.16,111115,"D01E_quru_can08_07222018","D01E","quru","can08","07222018",2018-07-22 16:58:51,"16:58:53 ; "
