"Filename"	"Focal_Tree"	"Leaf_Sample"	"Filename_date"	"MeanPhoto"	"Date"	"Tree_Sample"	"Species"
"3WP2_01_20190807"	"3WP2"	"01"	"20190807"	18.22	2019-08-07	"3WP2 01"	"Populus"
"3WP2_02_20190621"	"3WP2"	"02"	"20190621"	9.362	2019-06-21	"3WP2 02"	"Populus"
"3WP2_02_20190807"	"3WP2"	"02"	"20190807"	20.5	2019-08-07	"3WP2 02"	"Populus"
"3WP2_03_20190621"	"3WP2"	"03"	"20190621"	13.48	2019-06-21	"3WP2 03"	"Populus"
"3WP2_03_20190807"	"3WP2"	"03"	"20190807"	18.76	2019-08-07	"3WP2 03"	"Populus"
"3WP3_01_20190620"	"3WP3"	"01"	"20190620"	11	2019-06-20	"3WP3 01"	"Populus"
"3WP3_01_20190807"	"3WP3"	"01"	"20190807"	19.32	2019-08-07	"3WP3 01"	"Populus"
"3WP3_02_20190620"	"3WP3"	"02"	"20190620"	11	2019-06-20	"3WP3 02"	"Populus"
"3WP3_02_20190807"	"3WP3"	"02"	"20190807"	16.96	2019-08-07	"3WP3 02"	"Populus"
"3WP3_03_20190620"	"3WP3"	"03"	"20190620"	10.14	2019-06-20	"3WP3 03"	"Populus"
"3WP3_03_20190807"	"3WP3"	"03"	"20190807"	16.5	2019-08-07	"3WP3 03"	"Populus"
"3WQ1_01_20190621"	"3WQ1"	"01"	"20190621"	9.374	2019-06-21	"3WQ1 01"	"Quercus"
"3WQ1_01_20190808"	"3WQ1"	"01"	"20190808"	12.48	2019-08-08	"3WQ1 01"	"Quercus"
"3WQ1_02_20190621"	"3WQ1"	"02"	"20190621"	7.696	2019-06-21	"3WQ1 02"	"Quercus"
"3WQ1_02_20190808"	"3WQ1"	"02"	"20190808"	19.44	2019-08-08	"3WQ1 02"	"Quercus"
"3WQ1_03_20190621"	"3WQ1"	"03"	"20190621"	6.736	2019-06-21	"3WQ1 03"	"Quercus"
"3WQ1_03_20190808"	"3WQ1"	"03"	"20190808"	19.72	2019-08-08	"3WQ1 03"	"Quercus"
"3WQ2_01_20190621"	"3WQ2"	"01"	"20190621"	8.01	2019-06-21	"3WQ2 01"	"Quercus"
"3WQ2_01_20190808"	"3WQ2"	"01"	"20190808"	21	2019-08-08	"3WQ2 01"	"Quercus"
"3WQ2_02_20190621"	"3WQ2"	"02"	"20190621"	13.44	2019-06-21	"3WQ2 02"	"Quercus"
"3WQ2_02_20190808"	"3WQ2"	"02"	"20190808"	22.32	2019-08-08	"3WQ2 02"	"Quercus"
"3WQ2_03_20190621"	"3WQ2"	"03"	"20190621"	12	2019-06-21	"3WQ2 03"	"Quercus"
"3WQ2_03_20190808"	"3WQ2"	"03"	"20190808"	22.88	2019-08-08	"3WQ2 03"	"Quercus"
"3WQ3_01_20190621"	"3WQ3"	"01"	"20190621"	6.04	2019-06-21	"3WQ3 01"	"Quercus"
"3WQ3_01_20190807"	"3WQ3"	"01"	"20190807"	10.18	2019-08-07	"3WQ3 01"	"Quercus"
"3WQ3_02_20190621"	"3WQ3"	"02"	"20190621"	3.266	2019-06-21	"3WQ3 02"	"Quercus"
"3WQ3_02_20190807"	"3WQ3"	"02"	"20190807"	9.548	2019-08-07	"3WQ3 02"	"Quercus"
"3WQ3_03_20190621"	"3WQ3"	"03"	"20190621"	8.374	2019-06-21	"3WQ3 03"	"Quercus"
"3WQ3_03_20190807"	"3WQ3"	"03"	"20190807"	13.04	2019-08-07	"3WQ3 03"	"Quercus"
"4EA1_01_20190703"	"4EA1"	"01"	"20190703"	10.64	2019-07-03	"4EA1 01"	"Acer"
"4EA1_01_20190730"	"4EA1"	"01"	"20190730"	13.16	2019-07-30	"4EA1 01"	"Acer"
"4EA1_02_20190703"	"4EA1"	"02"	"20190703"	11.58	2019-07-03	"4EA1 02"	"Acer"
"4EA1_02_20190730"	"4EA1"	"02"	"20190730"	13.84	2019-07-30	"4EA1 02"	"Acer"
"4EA1_03_20190703"	"4EA1"	"03"	"20190703"	10.26	2019-07-03	"4EA1 03"	"Acer"
"4EA1_03_20190730"	"4EA1"	"03"	"20190730"	11.56	2019-07-30	"4EA1 03"	"Acer"
"4EA2_01_20190703"	"4EA2"	"01"	"20190703"	11.22	2019-07-03	"4EA2 01"	"Acer"
"4EA2_01_20190730"	"4EA2"	"01"	"20190730"	12.86	2019-07-30	"4EA2 01"	"Acer"
"4EA2_02_20190703"	"4EA2"	"02"	"20190703"	10.02	2019-07-03	"4EA2 02"	"Acer"
"4EA2_02_20190730"	"4EA2"	"02"	"20190730"	13.66	2019-07-30	"4EA2 02"	"Acer"
"4EA2_03_20190703"	"4EA2"	"03"	"20190703"	11.46	2019-07-03	"4EA2 03"	"Acer"
"4EA2_03_20190730"	"4EA2"	"03"	"20190730"	9.306	2019-07-30	"4EA2 03"	"Acer"
"4EA3_01_20190703"	"4EA3"	"01"	"20190703"	10.5	2019-07-03	"4EA3 01"	"Acer"
"4EA3_01_20190730"	"4EA3"	"01"	"20190730"	11.08	2019-07-30	"4EA3 01"	"Acer"
"4EA3_02_20190703"	"4EA3"	"02"	"20190703"	9.952	2019-07-03	"4EA3 02"	"Acer"
"4EA3_02_20190730"	"4EA3"	"02"	"20190730"	10.56	2019-07-30	"4EA3 02"	"Acer"
"4EA3_03_20190703"	"4EA3"	"03"	"20190703"	10.5	2019-07-03	"4EA3 03"	"Acer"
"4EA3_03_20190730"	"4EA3"	"03"	"20190730"	10.4	2019-07-30	"4EA3 03"	"Acer"
"4EP1_01_20190703"	"4EP1"	"01"	"20190703"	10.74	2019-07-03	"4EP1 01"	"Populus"
"4EP1_01_20190730"	"4EP1"	"01"	"20190730"	17.24	2019-07-30	"4EP1 01"	"Populus"
"4EP1_02_20190703"	"4EP1"	"02"	"20190703"	11	2019-07-03	"4EP1 02"	"Populus"
"4EP1_02_20190730"	"4EP1"	"02"	"20190730"	14	2019-07-30	"4EP1 02"	"Populus"
"4EP1_03_20190703"	"4EP1"	"03"	"20190703"	12.4	2019-07-03	"4EP1 03"	"Populus"
"4EP1_03_20190730"	"4EP1"	"03"	"20190730"	15.74	2019-07-30	"4EP1 03"	"Populus"
"4EP2_01_20190704"	"4EP2"	"01"	"20190704"	15.9	2019-07-04	"4EP2 01"	"Populus"
"4EP2_01_20190730"	"4EP2"	"01"	"20190730"	17.2	2019-07-30	"4EP2 01"	"Populus"
"4EP2_02_20190704"	"4EP2"	"02"	"20190704"	17.7	2019-07-04	"4EP2 02"	"Populus"
"4EP2_02_20190730"	"4EP2"	"02"	"20190730"	19.66	2019-07-30	"4EP2 02"	"Populus"
"4EP2_03_20190704"	"4EP2"	"03"	"20190704"	18.9	2019-07-04	"4EP2 03"	"Populus"
"4EP2_03_20190730"	"4EP2"	"03"	"20190730"	15.9	2019-07-30	"4EP2 03"	"Populus"
"4EP3_01_20190704"	"4EP3"	"01"	"20190704"	16.58	2019-07-04	"4EP3 01"	"Populus"
"4EP3_01_20190730"	"4EP3"	"01"	"20190730"	15.66	2019-07-30	"4EP3 01"	"Populus"
"4EP3_02_20190704"	"4EP3"	"02"	"20190704"	17.72	2019-07-04	"4EP3 02"	"Populus"
"4EP3_02_20190730"	"4EP3"	"02"	"20190730"	16.96	2019-07-30	"4EP3 02"	"Populus"
"4EP3_03_20190704"	"4EP3"	"03"	"20190704"	17.52	2019-07-04	"4EP3 03"	"Populus"
"4EP3_03_20190730"	"4EP3"	"03"	"20190730"	15.14	2019-07-30	"4EP3 03"	"Populus"
"4EQ1_01_20190704"	"4EQ1"	"01"	"20190704"	14.08	2019-07-04	"4EQ1 01"	"Quercus"
"4EQ1_01_20190730"	"4EQ1"	"01"	"20190730"	10.4	2019-07-30	"4EQ1 01"	"Quercus"
"4EQ1_02_20190704"	"4EQ1"	"02"	"20190704"	12.82	2019-07-04	"4EQ1 02"	"Quercus"
"4EQ1_02_20190730"	"4EQ1"	"02"	"20190730"	15.06	2019-07-30	"4EQ1 02"	"Quercus"
"4EQ1_03_20190704"	"4EQ1"	"03"	"20190704"	12.24	2019-07-04	"4EQ1 03"	"Quercus"
"4EQ1_03_20190730"	"4EQ1"	"03"	"20190730"	14.6	2019-07-30	"4EQ1 03"	"Quercus"
"4EQ2_01_20190703"	"4EQ2"	"01"	"20190703"	19.44	2019-07-03	"4EQ2 01"	"Quercus"
"4EQ2_01_20190730"	"4EQ2"	"01"	"20190730"	24.18	2019-07-30	"4EQ2 01"	"Quercus"
"4EQ2_02_20190703"	"4EQ2"	"02"	"20190703"	22.08	2019-07-03	"4EQ2 02"	"Quercus"
"4EQ2_02_20190730"	"4EQ2"	"02"	"20190730"	20.84	2019-07-30	"4EQ2 02"	"Quercus"
"4EQ2_03_20190703"	"4EQ2"	"03"	"20190703"	20.06	2019-07-03	"4EQ2 03"	"Quercus"
"4EQ2_03_20190730"	"4EQ2"	"03"	"20190730"	17.34	2019-07-30	"4EQ2 03"	"Quercus"
"4EQ3_01_20190703"	"4EQ3"	"01"	"20190703"	2.036	2019-07-03	"4EQ3 01"	"Quercus"
"4EQ3_01_20190730"	"4EQ3"	"01"	"20190730"	3.314	2019-07-30	"4EQ3 01"	"Quercus"
"4EQ3_02_20190703"	"4EQ3"	"02"	"20190703"	2.024	2019-07-03	"4EQ3 02"	"Quercus"
"4EQ3_02_20190730"	"4EQ3"	"02"	"20190730"	3.972	2019-07-30	"4EQ3 02"	"Quercus"
"4EQ3_03_20190703"	"4EQ3"	"03"	"20190703"	3.784	2019-07-03	"4EQ3 03"	"Quercus"
"4EQ3_03_20190730"	"4EQ3"	"03"	"20190730"	5.332	2019-07-30	"4EQ3 03"	"Quercus"
"4WA1_01_20190702"	"4WA1"	"01"	"20190702"	14.56	2019-07-02	"4WA1 01"	"Acer"
"4WA1_01_20190731"	"4WA1"	"01"	"20190731"	11.88	2019-07-31	"4WA1 01"	"Acer"
"4WA1_02_20190702"	"4WA1"	"02"	"20190702"	10.3	2019-07-02	"4WA1 02"	"Acer"
"4WA1_02_20190731"	"4WA1"	"02"	"20190731"	7.406	2019-07-31	"4WA1 02"	"Acer"
"4WA1_03_20190702"	"4WA1"	"03"	"20190702"	15.36	2019-07-02	"4WA1 03"	"Acer"
"4WA1_03_20190731"	"4WA1"	"03"	"20190731"	5.53	2019-07-31	"4WA1 03"	"Acer"
"4WA2_01_20190702"	"4WA2"	"01"	"20190702"	10.7	2019-07-02	"4WA2 01"	"Acer"
"4WA2_01_20190731"	"4WA2"	"01"	"20190731"	10.54	2019-07-31	"4WA2 01"	"Acer"
"4WA2_02_20190702"	"4WA2"	"02"	"20190702"	9.72	2019-07-02	"4WA2 02"	"Acer"
"4WA2_02_20190731"	"4WA2"	"02"	"20190731"	10.08	2019-07-31	"4WA2 02"	"Acer"
"4WA2_03_20190702"	"4WA2"	"03"	"20190702"	10.9833333333333	2019-07-02	"4WA2 03"	"Acer"
"4WA2_03_20190731"	"4WA2"	"03"	"20190731"	11.3	2019-07-31	"4WA2 03"	"Acer"
"4WA3_01_20190702"	"4WA3"	"01"	"20190702"	9.37	2019-07-02	"4WA3 01"	"Acer"
"4WA3_01_20190731"	"4WA3"	"01"	"20190731"	12.1	2019-07-31	"4WA3 01"	"Acer"
"4WA3_02_20190702"	"4WA3"	"02"	"20190702"	11	2019-07-02	"4WA3 02"	"Acer"
"4WA3_02_20190731"	"4WA3"	"02"	"20190731"	12	2019-07-31	"4WA3 02"	"Acer"
"4WA3_03_20190702"	"4WA3"	"03"	"20190702"	9.368	2019-07-02	"4WA3 03"	"Acer"
"4WA3_03_20190731"	"4WA3"	"03"	"20190731"	9.562	2019-07-31	"4WA3 03"	"Acer"
"4WP1_01_20190703"	"4WP1"	"01"	"20190703"	17.74	2019-07-03	"4WP1 01"	"Populus"
"4WP1_01_20190730"	"4WP1"	"01"	"20190730"	16.28	2019-07-30	"4WP1 01"	"Populus"
"4WP1_02_20190703"	"4WP1"	"02"	"20190703"	15.58	2019-07-03	"4WP1 02"	"Populus"
"4WP1_02_20190730"	"4WP1"	"02"	"20190730"	14.92	2019-07-30	"4WP1 02"	"Populus"
"4WP1_03_20190703"	"4WP1"	"03"	"20190703"	15.96	2019-07-03	"4WP1 03"	"Populus"
"4WP1_03_20190730"	"4WP1"	"03"	"20190730"	15.46	2019-07-30	"4WP1 03"	"Populus"
"4WP2_01_20190703"	"4WP2"	"01"	"20190703"	15.66	2019-07-03	"4WP2 01"	"Populus"
"4WP2_01_20190731"	"4WP2"	"01"	"20190731"	16.7	2019-07-31	"4WP2 01"	"Populus"
"4WP2_02_20190703"	"4WP2"	"02"	"20190703"	14.74	2019-07-03	"4WP2 02"	"Populus"
"4WP2_02_20190731"	"4WP2"	"02"	"20190731"	18.12	2019-07-31	"4WP2 02"	"Populus"
"4WP2_03_20190703"	"4WP2"	"03"	"20190703"	18.08	2019-07-03	"4WP2 03"	"Populus"
"4WP2_03_20190731"	"4WP2"	"03"	"20190731"	20.12	2019-07-31	"4WP2 03"	"Populus"
"4WP3_01_20190703"	"4WP3"	"01"	"20190703"	17.1	2019-07-03	"4WP3 01"	"Populus"
"4WP3_01_20190730"	"4WP3"	"01"	"20190730"	13.92	2019-07-30	"4WP3 01"	"Populus"
"4WP3_02_20190703"	"4WP3"	"02"	"20190703"	17.64	2019-07-03	"4WP3 02"	"Populus"
"4WP3_02_20190730"	"4WP3"	"02"	"20190730"	14.54	2019-07-30	"4WP3 02"	"Populus"
"4WP3_03_20190703"	"4WP3"	"03"	"20190703"	15.18	2019-07-03	"4WP3 03"	"Populus"
"4WP3_03_20190730"	"4WP3"	"03"	"20190730"	13.9	2019-07-30	"4WP3 03"	"Populus"
"4WQ1_01_20190702"	"4WQ1"	"01"	"20190702"	10.38	2019-07-02	"4WQ1 01"	"Quercus"
"4WQ1_01_20190731"	"4WQ1"	"01"	"20190731"	20.54	2019-07-31	"4WQ1 01"	"Quercus"
"4WQ1_02_20190702"	"4WQ1"	"02"	"20190702"	10.018	2019-07-02	"4WQ1 02"	"Quercus"
"4WQ1_02_20190731"	"4WQ1"	"02"	"20190731"	16.9	2019-07-31	"4WQ1 02"	"Quercus"
"4WQ1_03_20190702"	"4WQ1"	"03"	"20190702"	11	2019-07-02	"4WQ1 03"	"Quercus"
"4WQ1_03_20190731"	"4WQ1"	"03"	"20190731"	25.16	2019-07-31	"4WQ1 03"	"Quercus"
"4WQ2_01_20190702"	"4WQ2"	"01"	"20190702"	15.7	2019-07-02	"4WQ2 01"	"Quercus"
"4WQ2_01_20190731"	"4WQ2"	"01"	"20190731"	25.36	2019-07-31	"4WQ2 01"	"Quercus"
"4WQ2_02_20190702"	"4WQ2"	"02"	"20190702"	18.5	2019-07-02	"4WQ2 02"	"Quercus"
"4WQ2_02_20190731"	"4WQ2"	"02"	"20190731"	18.14	2019-07-31	"4WQ2 02"	"Quercus"
"4WQ2_03_20190702"	"4WQ2"	"03"	"20190702"	10.12	2019-07-02	"4WQ2 03"	"Quercus"
"4WQ2_03_20190731"	"4WQ2"	"03"	"20190731"	19.34	2019-07-31	"4WQ2 03"	"Quercus"
"4WQ3_01_20190702"	"4WQ3"	"01"	"20190702"	12.6	2019-07-02	"4WQ3 01"	"Quercus"
"4WQ3_01_20190731"	"4WQ3"	"01"	"20190731"	14.52	2019-07-31	"4WQ3 01"	"Quercus"
"4WQ3_02_20190702"	"4WQ3"	"02"	"20190702"	10.7	2019-07-02	"4WQ3 02"	"Quercus"
"4WQ3_02_20190731"	"4WQ3"	"02"	"20190731"	18.72	2019-07-31	"4WQ3 02"	"Quercus"
"4WQ3_03_20190702"	"4WQ3"	"03"	"20190702"	14.7	2019-07-02	"4WQ3 03"	"Quercus"
"4WQ3_03_20190731"	"4WQ3"	"03"	"20190731"	16.62	2019-07-31	"4WQ3 03"	"Quercus"
