sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
109, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5613495,-84.7063789
109, 25.00,03448,   1, 215,   0,1219,1390,1395,-11.25,-7.06,13.28,237.88,6,45.5612889,-84.7065255,3448
109, 25.00,03449,   1, 377,   0,1181,1361,1353,-11.28,-6.10,12.83,241.60,-17,45.5612976,-84.7065256,3449
109, 25.00,00014,   1, 116,   0, 635, 820, 788,-6.99,-2.57,7.44,249.79,14,45.5613282,-84.7064693,14
109, 25.00,00015,   1,  79,   0, 511, 698, 659,-5.91,-1.87,6.20,252.42,14,45.5613342,-84.7064553,15
109, 25.00,00016,   1, 222,   0, 235, 388, 431,-2.25,-2.52,3.38,221.77,4,45.5613274,-84.7064087,16
109, 25.00,00017,   1,  31,   0, 379, 338, 517,0.82,-3.98,4.06,168.41,6,45.5613136,-84.7063699,17
109, 25.00,00018,   1, 425,   0,1332,1239,1437,6.14,-11.66,13.18,152.21,-11,45.5612431,-84.7063045,18
109, 25.00,03450,   1, 413,   0,1225,1326,1422,-6.22,-11.50,13.08,208.39,2,45.5612477,-84.7064627,3450
109, 25.00,03451,   1, 323,   0, 839, 968,1033,-5.72,-7.38,9.34,217.76,5,45.5612846,-84.7064548,3451
109, 25.00,03452,   1, 137,   0, 644, 762, 827,-4.30,-6.03,7.41,215.46,7,45.5612964,-84.7064361,3452
109, 25.00,03453,   1, 161,   0, 481, 412, 281,1.43,3.55,3.83,21.94,-1,45.5613811,-84.7063593,3453
109, 25.00,03454,   1, 181,   0, 836, 641, 741,7.34,0.32,7.35,87.53,9,45.5613505,-84.7062848,3454
109, 25.00,03455,   1, 402,   0, 674, 581, 778,3.08,-5.84,6.60,152.19,-1,45.5612962,-84.7063416,3455
109, 25.00,03456,   1, 270,   0, 860, 855,1023,0.39,-9.01,9.02,177.54,6,45.5612684,-84.7063772,3456
109, 25.00,03457,   1, 240,   0, 941, 904,1078,1.90,-9.47,9.66,168.67,3,45.5612639,-84.7063581,3457
109, 25.00,03458,   1,  88,   0,1055,1076,1221,-1.12,-11.11,11.17,185.75,-17,45.5612499,-84.7063973,3458
109, 25.00,03459,   1, 329,   0,1375,1358,1529,1.36,-14.03,14.09,174.46,12,45.5612230,-84.7063666,3459
109, 25.00,03460,   1, 106,   0,1070,1044,1218,1.49,-10.98,11.08,172.30,8,45.5612504,-84.7063639,3460
109, 25.00,03461,   1, 148,   0,1116,1086,1263,1.76,-11.38,11.51,171.19,8,45.5612468,-84.7063605,3461
109, 25.00,03462,   1, 307,   0,1459,1425,1605,2.65,-14.63,14.87,169.72,8,45.5612173,-84.7063503,3462
109, 25.00,03463,   1, 363,   0,1597,1572,1744,2.27,-16.09,16.24,171.98,-17,45.5612043,-84.7063558,3463
