sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
101, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5617509,-84.7077876
101, 25.00,00001,   1, 516,   0, 483, 684, 607,-5.61,-0.79,5.67,262.00,-3,45.5617452,-84.7078597,1
101, 25.00,03347,   1, 339,   0,1144,1327,1178,-11.33,4.06,12.04,289.70,2,45.5617903,-84.7079312,3347
101, 25.00,03348,   1, 170,   0, 812, 814, 638,-0.20,7.50,7.50,358.48,-4,45.5618184,-84.7077874,3348
101, 25.00,03349,   1, 192,   0, 831, 826, 656,0.09,7.66,7.66,0.67,-6,45.5618197,-84.7077836,3349
101, 25.00,03350,   1, 111,   0, 580, 549, 393,0.89,4.96,5.04,10.13,-5,45.5617953,-84.7077744,3350
101, 25.00,03351,   1,  93,   0, 589, 521, 398,2.02,4.57,5.00,23.80,-3,45.5617915,-84.7077601,3351
101, 25.00,03352,   1, 118,   0, 613, 554, 421,1.80,4.95,5.26,19.95,-4,45.5617949,-84.7077628,3352
101, 25.00,03353,   1, 234,   0, 593, 440, 432,3.95,2.66,4.76,56.11,3,45.5617738,-84.7077360,3353
101, 25.00,03355,   1, 378,   0,1160,1374,1301,-12.40,-2.39,12.63,259.10,-2,45.5617326,-84.7079473,3355
101, 25.00,03357,   1,  90,   0,1083,1270,1249,-10.96,-4.89,12.00,245.96,-1,45.5617097,-84.7079297,3357
101, 25.00,03358,   1,  94,   0,1355,1540,1550,-12.42,-8.05,14.80,237.05,-4,45.5616817,-84.7079495,3358
101, 25.00,03359,   1, 152,   0,1140,1279,1512,-5.80,-11.47,12.85,206.82,-1,45.5616492,-84.7078660,3359
101, 25.00,03360,   1, 192,   0, 992,1110,1190,-6.12,-9.03,10.91,214.10,-2,45.5616712,-84.7078692,3360
101, 25.00,03361,   1, 260,   0, 873,1002,1073,-5.86,-7.76,9.72,217.06,-2,45.5616827,-84.7078654,3361
101, 25.00,03362,   1, 247,   0,1012,1113,1207,-5.28,-9.67,11.02,208.64,-1,45.5616653,-84.7078587,3362
101, 25.00,03363,   1, 267,   0, 654, 737, 841,-2.79,-6.77,7.32,202.39,-7,45.5616907,-84.7078258,3363
101, 25.00,03364,   1, 397,   0, 413, 568, 605,-3.61,-3.60,5.10,225.08,-8,45.5617194,-84.7078352,3364
101, 25.00,03365,   1, 142,   0,1228,1253,1405,-1.50,-12.82,12.91,186.68,11,45.5616360,-84.7078115,3365
101, 25.00,03366,   1, 165,   0,1274,1281,1440,-0.33,-13.27,13.27,181.42,5,45.5616316,-84.7077967,3366
101, 25.00,03367,   1,  77,   0,1178,1179,1344,0.02,-12.32,12.32,179.91,0,45.5616401,-84.7077918,3367
101, 25.00,03368,   1,  88,   0,1757,1746,1918,1.06,-18.04,18.07,176.64,4,45.5615884,-84.7077806,3368
