sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
116, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5611104,-84.7051541
116, 25.00,03494,   1, 223,   0,1129,1327,1290,-11.65,-4.26,12.41,249.93,7,45.5610751,-84.7053049,3494
116, 25.00,03495,   1, 173,   0,1329,1528,1451,-14.22,-1.69,14.32,263.21,8,45.5610988,-84.7053368,3495
116, 25.00,03496,   1, 263,   0,1282,1478,1377,-13.70,0.30,13.71,271.27,18,45.5611166,-84.7053295,3496
116, 25.00,03497,   1, 276,   0,1031,1225,1154,-11.15,-1.61,11.26,261.81,10,45.5610988,-84.7052974,3497
116, 25.00,03498,   1, 258,   0,1354,1523,1531,-12.26,-7.95,14.61,237.02,12,45.5610420,-84.7053140,3498
116, 25.00,03499,   1,  74,   0,1193,1349,1385,-9.88,-8.59,13.09,228.99,4,45.5610357,-84.7052837,3499
116, 25.00,03500,   1, 149,   0, 576, 745, 745,-5.87,-3.51,6.84,239.15,-16,45.5610803,-84.7052306,3500
116, 25.00,03501,   1, 139,   0, 599, 777, 762,-6.37,-3.10,7.09,244.10,-14,45.5610842,-84.7052369,3501
116, 25.00,00022,   1,  65,   0, 631, 810, 798,-6.67,-3.33,7.45,243.50,7,45.5610822,-84.7052407,22
116, 25.00,00023,   1, 126,   0, 821, 743, 934,3.20,-7.65,8.30,157.32,8,45.5610407,-84.7051160,23
116, 25.00,00024,   1, 456,   0,1030, 945,1142,4.40,-9.21,10.21,154.48,8,45.5610264,-84.7051012,24
116, 25.00,00025,   1, 285,   0,2150,1985,2158,17.74,-11.03,20.88,121.87,-16,45.5610067,-84.7049311,25
116, 25.00,03502,   1, 346,   0, 504, 698, 594,-5.83,0.30,5.83,272.97,13,45.5611146,-84.7052286,3502
116, 25.00,03503,   1, 188,   0, 439, 259, 329,3.21,0.79,3.30,76.09,7,45.5611167,-84.7051128,3503
116, 25.00,03504,   1,  96,   0,1167,1267,1363,-6.13,-11.05,12.64,209.02,12,45.5610125,-84.7052367,3504
116, 25.00,03505,   1, 351,   0, 735, 714, 887,0.97,-7.58,7.64,172.75,10,45.5610419,-84.7051445,3505
116, 25.00,03506,   1, 134,   0, 750, 715, 890,1.43,-7.68,7.82,169.44,9,45.5610409,-84.7051386,3506
116, 25.00,03507,   1,  78,   0, 834, 758, 944,3.27,-7.78,8.44,157.21,-17,45.5610395,-84.7051151,3507
116, 25.00,03508,   1,  85,   0, 803, 748, 936,2.25,-7.96,8.27,164.23,11,45.5610382,-84.7051283,3508
116, 25.00,03509,   1, 137,   0,1520,1529,1702,-0.56,-15.79,15.80,182.02,5,45.5609685,-84.7051670,3509
116, 25.00,03510,   1,  96,   0,1526,1524,1692,0.24,-15.78,15.79,179.14,-11,45.5609684,-84.7051569,3510
