sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
118, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5610406,-84.7046061
118, 25.00,03533,   1, 109,   0,1450,1562,1654,-8.27,-13.15,15.54,212.16,3,45.5609244,-84.7047168,3533
118, 25.00,03534,   1,  86,   0,1406,1514,1613,-7.67,-13.01,15.10,210.52,6,45.5609256,-84.7047090,3534
118, 25.00,03535,   1,  79,   0,1183,1315,1375,-8.40,-9.81,12.91,220.57,7,45.5609546,-84.7047172,3535
118, 25.00,03536,   1,  88,   0, 836,1013,1002,-8.46,-4.30,9.49,243.04,12,45.5610041,-84.7047160,3536
118, 25.00,03537,   1, 141,   0, 483, 503, 650,-0.39,-5.36,5.37,184.14,6,45.5609925,-84.7046130,3537
118, 25.00,03538,   1, 477,   0, 681, 752, 859,-2.48,-7.03,7.45,199.47,22,45.5609780,-84.7046405,3538
118, 25.00,03539,   1, 188,   0, 880, 978,1072,-4.58,-8.55,9.70,208.18,9,45.5609649,-84.7046679,3539
118, 25.00,00028,   1, 428,   0, 559, 618, 718,-1.83,-5.88,6.16,197.27,33,45.5609882,-84.7046316,28
118, 25.00,00029,   1, 209,   0,1027, 940,1123,4.61,-9.14,10.24,153.26,2,45.5609572,-84.7045504,29
118, 25.00,00030,   1, 359,   0,1497,1365,1601,8.43,-12.06,14.72,145.06,5,45.5609299,-84.7045026,30
118, 25.00,03540,   1, 139,   0,1481,1467,1629,1.22,-15.19,15.24,175.40,20,45.5609036,-84.7045960,3540
118, 25.00,03541,   1, 123,   0,1285,1224,1419,3.94,-12.46,13.07,162.46,6,45.5609275,-84.7045602,3541
118, 25.00,03542,   1, 196,   0,1160,1054,1274,5.63,-10.08,11.55,150.84,7,45.5609485,-84.7045377,3542
118, 25.00,03543,   1, 181,   0, 983, 865,1073,5.44,-8.01,9.68,145.80,6,45.5609672,-84.7045394,3543
118, 25.00,03544,   1, 159,   0,1482,1391,1592,6.58,-13.31,14.85,153.68,4,45.5609192,-84.7045267,3544
118, 25.00,03545,   1, 179,   0,1976,1912,2103,6.39,-18.87,19.93,161.28,4,45.5608692,-84.7045311,3545
