sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
117, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5610793,-84.7048017
117, 25.00,03511,   1,  87,   0,1964,2161,2068,-20.64,-0.44,20.64,268.79,8,45.5610807,-84.7050661,3511
117, 25.00,03512,   1,  99,   0,1697,1894,1813,-17.94,-1.56,18.01,265.04,10,45.5610700,-84.7050320,3512
117, 25.00,03513,   1,  89,   0,1428,1624,1453,-13.81,5.87,15.00,293.02,13,45.5611356,-84.7049763,3513
117, 25.00,03514,   1, 303,   0,1456,1559,1355,-7.66,12.27,14.46,328.04,2,45.5611917,-84.7048952,3514
117, 25.00,03515,   1, 454,   0, 801, 836, 645,-1.66,7.23,7.42,347.06,6,45.5611448,-84.7048203,3515
117, 25.00,03516,   1, 320,   0, 517, 690, 546,-5.34,1.97,5.69,290.25,-15,45.5610984,-84.7048694,3516
117, 25.00,03517,   1, 205,   0,1281,1166,1087,6.97,9.42,11.72,36.49,10,45.5611623,-84.7047090,3517
117, 25.00,03518,   1, 305,   0,1008, 861, 835,6.98,5.53,8.90,51.64,-8,45.5611272,-84.7047103,3518
117, 25.00,03519,   1, 286,   0, 906, 757, 739,6.37,4.69,7.91,53.66,-17,45.5611198,-84.7047184,3519
117, 25.00,03520,   1,  92,   0, 845, 694, 687,6.23,4.01,7.41,57.26,-22,45.5611138,-84.7047204,3520
117, 25.00,03521,   1, 434,   0, 943, 765, 801,7.62,3.02,8.20,68.38,13,45.5611045,-84.7047030,3521
117, 25.00,03522,   1, 157,   0, 672, 544, 494,4.01,3.97,5.64,45.28,-12,45.5611140,-84.7047489,3522
117, 25.00,03523,   1, 186,   0, 641, 492, 483,4.41,2.95,5.31,56.28,15,45.5611047,-84.7047441,3523
117, 25.00,03524,   1, 130,   0, 663, 505, 510,4.82,2.75,5.55,60.34,14,45.5611028,-84.7047389,3524
117, 25.00,00026,   1, 149,   0, 637, 506, 456,3.76,3.68,5.26,45.61,-4,45.5611115,-84.7047522,26
117, 25.00,00027,   1, 528,   0,1189,1187,1358,0.42,-12.22,12.23,178.05,-7,45.5609693,-84.7048008,27
117, 25.00,03525,   1,  89,   0, 962, 783, 931,8.40,-2.97,8.91,109.46,-21,45.5610505,-84.7046952,3525
117, 25.00,03526,   1,  93,   0, 971, 794, 951,8.32,-3.55,9.04,113.13,20,45.5610452,-84.7046965,3526
117, 25.00,03527,   1, 102,   0,1005,1019,1176,-0.62,-10.63,10.64,183.33,-15,45.5609839,-84.7048135,3527
117, 25.00,03528,   1, 449,   0,1153,1168,1326,-0.60,-11.97,11.98,182.86,11,45.5609719,-84.7048137,3528
117, 25.00,03529,   1, 199,   0,1645,1733,1845,-7.23,-15.77,17.35,204.63,-6,45.5609393,-84.7049000,3529
117, 25.00,03530,   1, 256,   0,1633,1723,1827,-7.63,-15.41,17.20,206.34,-19,45.5609427,-84.7049050,3530
117, 25.00,03531,   1, 437,   0,1974,2041,2170,-6.46,-19.41,20.45,198.40,8,45.5609064,-84.7048915,3531
117, 25.00,03532,   1, 196,   0,1835,1879,2023,-4.01,-18.64,19.07,192.15,11,45.5609127,-84.7048599,3532
