sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
134, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5613951,-84.7038501
134, 30.00,03817,   1,  96,   0,1086, 989,1220,4.69,-9.88,10.94,154.59,8,45.5613050,-84.7037936,3817
134, 30.00,03818,   1, 165,   0,1018, 919,1119,4.89,-8.88,10.14,151.16,9,45.5613140,-84.7037908,3818
134, 30.00,03819,   1,  83,   0, 301, 332, 470,-0.43,-3.56,3.59,186.81,8,45.5613631,-84.7038569,3819
134, 30.00,03820,   1, 101,   0,1077,1023, 872,2.55,9.55,9.88,14.98,4,45.5614803,-84.7038139,3820
134, 30.00,03821,   1, 109,   0,1494,1499,1367,-0.67,14.51,14.53,357.36,2,45.5615258,-84.7038533,3821
134, 30.00,03822,   1, 209,   0,1541,1558,1380,-1.49,14.81,14.88,354.25,6,45.5615287,-84.7038638,3822
134, 30.00,03823,   1, 145,   0,1689,1706,1530,-1.61,16.33,16.41,354.36,5,45.5615423,-84.7038648,3823
134, 30.00,03824,   1, 173,   0,1954,1936,1769,1.62,18.77,18.84,4.93,3,45.5615635,-84.7038225,3824
134, 30.00,03825,   1, 236,   0,1269,1202,1071,3.98,11.03,11.73,19.82,11,45.5614933,-84.7037951,3825
134, 30.00,03826,   1, 141,   0,1312,1200,1115,7.00,9.83,12.07,35.46,5,45.5614817,-84.7037568,3826
134, 30.00,03827,   1,  80,   0, 878, 733, 931,5.91,-6.05,8.46,135.71,7,45.5613391,-84.7037767,3827
134, 30.00,03828,   1, 140,   0,1626,1482,1681,11.16,-11.38,15.94,135.55,-9,45.5612899,-84.7037114,3828
134, 30.00,03829,   1,  80,   0,1633,1501,1708,10.11,-12.58,16.14,141.21,9,45.5612793,-84.7037252,3829
134, 30.00,03830,   1, 169,   0,1850,1679,1886,13.98,-11.35,18.00,129.07,-12,45.5612894,-84.7036753,3830
134, 30.00,03831,   1,  98,   0,1871,1709,1901,14.34,-11.32,18.27,128.28,9,45.5612896,-84.7036706,3831
134, 30.00,03832,   1, 145,   0,1130, 947,1138,9.09,-5.60,10.67,121.61,8,45.5613424,-84.7037358,3832
134, 30.00,03833,   1, 206,   0, 913, 732, 765,7.37,2.99,7.96,67.91,4,45.5614201,-84.7037546,3833
134, 30.00,03834,   1, 205,   0,1137, 940,1020,10.16,1.47,10.27,81.79,8,45.5614056,-84.7037195,3834
134, 30.00,03835,   1, 219,   0,1449,1249,1390,13.29,-2.78,13.58,101.83,4,45.5613666,-84.7036810,3835
134, 30.00,03836,   1, 286,   0,1433,1244,1404,12.66,-4.72,13.51,110.43,10,45.5613494,-84.7036897,3836
134, 30.00,03816,   1,  91,   0,1785,1703,1914,6.91,-16.62,18.00,157.43,-14,45.5612438,-84.7037677,3816
134, 30.00,03837,   1, 249,   0,2225,2023,2146,21.12,-2.36,21.26,96.36,11,45.5613685,-84.7035805,3837
134, 30.00,03838,   1, 150,   0,1776,1576,1663,16.63,1.56,16.70,84.64,2,45.5614048,-84.7036366,3838
134, 30.00,03839,   1, 249,   0,1769,1573,1639,16.19,3.39,16.54,78.19,8,45.5614214,-84.7036416,3839
134, 30.00,03840,   1, 190,   0,1554,1474,1356,5.95,13.29,14.56,24.12,10,45.5615130,-84.7037691,3840
134, 30.00,03841,   1, 208,   0,2116,2050,1913,6.41,19.17,20.21,18.48,8,45.5615659,-84.7037610,3841
