sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
108, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5614228,-84.7066195
108, 25.00,03433,   1, 214,   0,1370,1536,1543,-12.42,-7.99,14.77,237.26,-3,45.5613541,-84.7067815,3433
108, 25.00,03434,   1, 103,   0,1051,1234,1194,-11.04,-3.50,11.59,252.42,-16,45.5613941,-84.7067622,3434
108, 25.00,03435,   1, 101,   0,1130,1266,1322,-8.27,-9.22,12.38,221.89,1,45.5613420,-84.7067288,3435
108, 25.00,03436,   1, 122,   0,1289,1402,1480,-7.80,-11.50,13.89,214.15,1,45.5613214,-84.7067236,3436
108, 25.00,03437,   1, 112,   0, 685, 821, 875,-5.21,-5.96,7.91,221.16,2,45.5613705,-84.7066884,3437
108, 25.00,00011,   1,  90,   0, 570, 687, 749,-3.97,-5.35,6.66,216.56,-21,45.5613757,-84.7066723,11
108, 25.00,03439,   1, 119,   0,1104,1172,1297,-3.80,-11.25,11.88,198.65,2,45.5613225,-84.7066723,3439
108, 25.00,03440,   1, 101,   0,1388,1443,1668,-3.05,-14.59,14.91,191.79,-14,45.5612923,-84.7066639,3440
108, 25.00,03441,   1, 118,   0,1396,1439,1585,-2.93,-14.40,14.70,191.51,4,45.5612940,-84.7066624,3441
108, 25.00,03442,   1, 123,   0, 793, 781, 952,0.56,-8.36,8.38,176.18,4,45.5613474,-84.7066154,3442
108, 25.00,03438,   1, 221,   0, 508, 582, 694,-1.93,-5.52,5.84,199.25,12,45.5613736,-84.7066462,3438
108, 25.00,03443,   1, 102,   0, 666, 622, 808,1.51,-6.78,6.95,167.49,-8,45.5613614,-84.7066027,3443
108, 25.00,00012,   1, 273,   0, 808, 749, 938,2.45,-7.84,8.21,162.65,2,45.5613517,-84.7065910,12
108, 25.00,03444,   1,  94,   0, 978, 869,1067,5.14,-8.23,9.70,147.99,-3,45.5613474,-84.7065567,3444
108, 25.00,03445,   1, 101,   0,1675,1657,1833,1.58,-17.13,17.20,174.72,8,45.5612683,-84.7066055,3445
108, 25.00,03446,   1, 129,   0,1705,1677,1857,2.48,-17.27,17.45,171.84,8,45.5612668,-84.7065942,3446
108, 25.00,03447,   1, 121,   0,1471,1303,1501,11.21,-8.75,14.23,127.98,2,45.5613411,-84.7064792,3447
108, 25.00,00013,   1, 124,   0,1352,1196,1393,9.83,-8.68,13.11,131.43,-5,45.5613422,-84.7064968,13
