sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
132, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5612698,-84.7040648
132, 30.00,03780,   1, 371,   0, 845, 940, 745,-4.40,7.02,8.29,327.90,-18,45.5613340,-84.7041186,3780
132, 30.00,03781,   1, 387,   0,1167,1187, 997,-1.32,10.94,11.02,353.14,8,45.5613685,-84.7040777,3781
132, 30.00,03782,   1, 137,   0, 529, 566, 370,-1.12,4.69,4.83,346.54,6,45.5613123,-84.7040775,3782
132, 30.00,03783,   1, 375,   0, 326, 218, 167,1.38,1.59,2.11,40.91,15,45.5612837,-84.7040466,3783
132, 30.00,03784,   1,  81,   0, 657, 546, 462,3.27,4.44,5.52,36.33,5,45.5613089,-84.7040214,3784
132, 30.00,03785,   1,  91,   0, 808, 642, 650,6.13,3.33,6.98,61.54,7,45.5612981,-84.7039851,3785
132, 30.00,03786,   1, 331,   0,1134, 975, 989,9.10,4.64,10.21,62.96,5,45.5613092,-84.7039467,3786
132, 30.00,03787,   1,  98,   0, 673, 870, 820,-7.58,-2.06,7.85,254.79,8,45.5612532,-84.7041626,3787
132, 30.00,03788,   1, 370,   0, 523, 672, 713,-4.37,-4.40,6.20,224.81,12,45.5612313,-84.7041224,3788
132, 30.00,03789,   1, 220,   0, 496, 631, 694,-3.69,-4.69,5.97,218.19,-11,45.5612285,-84.7041138,3789
132, 30.00,03790,   1,  90,   0, 716, 735, 929,-0.56,-7.84,7.86,184.09,1,45.5611994,-84.7040749,3790
132, 30.00,03791,   1, 303,   0, 347, 414, 530,-1.09,-3.99,4.14,195.24,-4,45.5612342,-84.7040802,3791
132, 30.00,03792,   1, 375,   0, 257, 364, 448,-1.43,-3.03,3.35,205.20,8,45.5612429,-84.7040842,3792
132, 30.00,03793,   1, 296,   0, 295, 354, 472,-0.75,-3.49,3.57,192.13,2,45.5612386,-84.7040757,3793
132, 30.00,03794,   1,  88,   0, 340, 165, 360,2.28,-1.62,2.80,125.44,6,45.5612546,-84.7040363,3794
132, 30.00,03795,   1, 473,   0, 633, 446, 604,5.14,-1.67,5.40,108.05,-18,45.5612534,-84.7039997,3795
132, 30.00,03796,   1, 144,   0, 947, 774, 950,7.64,-4.50,8.86,120.52,-14,45.5612273,-84.7039687,3796
132, 30.00,03797,   1, 199,   0,1371,1197,1381,11.07,-7.01,13.10,122.34,1,45.5612039,-84.7039257,3797
132, 30.00,03798,   1, 101,   0,1478,1324,1518,10.84,-9.47,14.39,131.14,12,45.5611818,-84.7039295,3798
132, 30.00,03799,   1, 357,   0,1780,1613,1801,14.02,-9.95,17.19,125.36,4,45.5611767,-84.7038890,3799
132, 30.00,00055,   1, 374,   0, 386, 271, 227,1.90,1.96,2.73,44.15,18,45.5612869,-84.7040398,55
