sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
107, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5614888,-84.7068853
107, 25.00,03420,   1,  83,   0, 920,1117,1018,-10.16,0.29,10.17,271.63,6,45.5614940,-84.7070154,3420
107, 25.00,03421,   1,  91,   0, 678, 855, 855,-6.84,-4.03,7.94,239.49,7,45.5614543,-84.7069744,3421
107, 25.00,00009,   1,  75,   0,1281,1472,1335,-13.19,3.40,13.62,284.44,5,45.5615227,-84.7070530,9
107, 25.00,03422,   1,  81,   0, 877,1026,1066,-7.22,-6.75,9.89,226.92,6,45.5614299,-84.7069802,3422
107, 25.00,03423,   1,  83,   0, 727, 851, 923,-4.91,-6.72,8.32,216.15,-1,45.5614296,-84.7069506,3423
107, 25.00,03424,   1, 399,   0, 945,1036, 838,-4.68,7.96,9.24,329.53,8,45.5615616,-84.7069424,3424
107, 25.00,03425,   1, 428,   0,1047,1156, 930,-5.17,8.84,10.24,329.71,2,45.5615697,-84.7069482,3425
107, 25.00,00010,   1,  96,   0, 400, 320, 512,1.52,-3.73,4.03,157.88,4,45.5614548,-84.7068673,10
107, 25.00,03426,   1,  76,   0, 945, 766, 819,8.12,2.28,8.43,74.32,1,45.5615072,-84.7067805,3426
107, 25.00,03427,   1, 435,   0, 948, 775, 849,8.33,1.25,8.42,81.45,23,45.5614979,-84.7067782,3427
107, 25.00,03428,   1, 215,   0, 928, 940,1092,-0.43,-9.79,9.80,182.51,3,45.5614009,-84.7068944,3428
107, 25.00,03429,   1, 256,   0,1205,1215,1372,-0.45,-12.54,12.55,182.04,6,45.5613761,-84.7068956,3429
107, 25.00,03430,   1, 313,   0,1303,1311,1473,-0.33,-13.51,13.51,181.39,6,45.5613674,-84.7068945,3430
107, 25.00,03431,   1, 322,   0,1210,1193,1358,1.25,-12.36,12.42,174.23,8,45.5613773,-84.7068739,3431
107, 25.00,03432,   1, 375,   0,1366,1321,1503,3.28,-13.44,13.83,166.27,4,45.5613671,-84.7068482,3432
