sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
129, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5613671,-84.7048982
129, 30.00,03738,   1, 375,   0, 928, 929, 751,-0.26,8.54,8.55,358.27,6,45.5614440,-84.7048983,3738
129, 30.00,03739,   1, 349,   0, 564, 549, 381,0.20,4.83,4.83,2.41,-15,45.5614105,-84.7048938,3739
129, 30.00,03740,   1,  82,   0, 665, 557, 475,3.37,4.51,5.62,36.77,8,45.5614068,-84.7048534,3740
129, 30.00,03741,   1,  89,   0, 679, 573, 484,3.27,4.73,5.75,34.65,6,45.5614088,-84.7048545,3741
129, 30.00,03742,   1, 150,   0, 862, 779, 666,3.40,6.84,7.64,26.40,9,45.5614278,-84.7048522,3742
129, 30.00,03743,   1, 239,   0, 863, 740, 672,4.82,5.74,7.49,40.03,9,45.5614175,-84.7048344,3743
129, 30.00,03744,   1, 100,   0,1273,1165,1078,6.64,9.65,11.71,34.52,9,45.5614522,-84.7048097,3744
129, 30.00,03745,   1, 131,   0,1285,1178,1094,6.73,9.74,11.84,34.64,13,45.5614530,-84.7048084,3745
129, 30.00,03746,   1,  83,   0,1289,1190,1097,6.33,10.10,11.92,32.06,14,45.5614563,-84.7048135,3746
129, 30.00,03747,   1, 318,   0,1379,1243,1191,8.82,9.00,12.60,44.43,9,45.5614458,-84.7047819,3747
129, 30.00,03748,   1, 391,   0,1428,1292,1240,9.17,9.30,13.06,44.60,10,45.5614484,-84.7047774,3748
129, 30.00,03749,   1, 103,   0,1178,1044, 991,7.52,7.61,10.70,44.67,11,45.5614336,-84.7047991,3749
129, 30.00,03750,   1, 277,   0,1239,1090,1073,9.13,6.58,11.26,54.24,20,45.5614239,-84.7047788,3750
129, 30.00,03751,   1,  89,   0, 836, 662, 684,6.59,3.03,7.25,65.28,9,45.5613927,-84.7048127,3751
129, 30.00,03752,   1, 134,   0, 807, 614, 717,7.08,0.10,7.09,89.22,16,45.5613661,-84.7048074,3752
129, 30.00,00051,   1, 137,   0, 733, 786, 594,-2.15,6.66,7.00,342.09,13,45.5614276,-84.7049233,51
129, 30.00,00052,   1, 358,   0, 496, 458, 307,0.73,3.98,4.05,10.40,16,45.5614027,-84.7048874,52
129, 30.00,00053,   1, 124,   0, 241, 409, 280,-2.82,0.93,2.97,288.26,14,45.5613762,-84.7049340,53
129, 30.00,00054,   1, 333,   0,1258,1099,1293,9.34,-7.60,12.04,129.16,10,45.5612963,-84.7047814,54
129, 30.00,03753,   1, 129,   0,1391,1196,1274,12.72,1.84,12.85,81.78,9,45.5613804,-84.7047346,3753
129, 30.00,03754,   1, 277,   0,1351,1157,1222,12.04,2.71,12.34,77.30,4,45.5613884,-84.7047430,3754
129, 30.00,03755,   1, 323,   0,1246,1048,1160,11.40,-0.39,11.40,91.97,12,45.5613607,-84.7047524,3755
129, 30.00,03756,   1, 107,   0,1576,1381,1507,14.71,-2.17,14.87,98.41,14,45.5613438,-84.7047106,3756
129, 30.00,03757,   1, 291,   0,1697,1499,1622,15.87,-1.84,15.97,96.61,12,45.5613465,-84.7046957,3757
129, 30.00,03758,   1, 307,   0,1445,1283,1469,11.19,-8.21,13.88,126.28,10,45.5612904,-84.7047579,3758
129, 30.00,03759,   1,  77,   0,1615,1435,1608,13.77,-7.20,15.54,117.62,4,45.5612988,-84.7047246,3759
129, 30.00,03760,   1, 113,   0,1993,1808,1977,17.43,-8.16,19.25,115.07,6,45.5612893,-84.7046779,3760
129, 30.00,03761,   1, 105,   0,1981,1800,1966,17.32,-8.19,19.16,115.31,8,45.5612890,-84.7046794,3761
129, 30.00,03762,   1,  97,   0,2029,1845,2015,17.70,-8.50,19.64,115.67,2,45.5612861,-84.7046747,3762
129, 30.00,03763,   1, 372,   0,2084,1912,2085,17.50,-9.96,20.14,119.65,14,45.5612730,-84.7046777,3763
129, 30.00,03764,   1, 365,   0,2178,2007,2171,18.74,-9.63,21.07,117.21,2,45.5612756,-84.7046618,3764
129, 30.00,03765,   1, 186,   0,1860,1754,1948,9.91,-15.62,18.49,147.61,-17,45.5612241,-84.7047770,3765
