sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
129, 30.00,03766,   1, 123,   0,1984,1820,2022,14.81,-12.53,19.40,130.22,10,45.5612506,-84.7047131,3766
129, 30.00,03767,   1, 340,   0,1691,1647,1836,3.83,-16.69,17.13,167.08,7,45.5612160,-84.7048552,3767
129, 30.00,03768,   1, 272,   0,1351,1254,1454,6.47,-11.77,13.43,151.20,7,45.5612596,-84.7048196,3768
129, 30.00,03769,   1, 148,   0, 997, 905,1102,4.51,-8.89,9.97,153.13,8,45.5612860,-84.7048437,3769
129, 30.00,03770,   1, 175,   0,1128,1100,1280,1.73,-11.52,11.65,171.44,8,45.5612631,-84.7048802,3770
129, 30.00,03771,   1, 369,   0,1202,1215,1376,-0.61,-12.48,12.50,182.81,-9,45.5612550,-84.7049106,3771
129, 30.00,03772,   1, 349,   0, 757, 794, 939,-1.25,-8.06,8.15,188.78,5,45.5612949,-84.7049171,3772
129, 30.00,03773,   1,  80,   0, 403, 489, 592,-1.90,-4.52,4.90,202.87,11,45.5613270,-84.7049242,3773
129, 30.00,03774,   1, 153,   0, 429, 518, 620,-2.06,-4.71,5.14,203.62,10,45.5613253,-84.7049262,3774
129, 30.00,03775,   1, 278,   0, 221, 405, 406,-2.74,-1.79,3.27,236.79,5,45.5613517,-84.7049339,3775
129, 30.00,03776,   1, 283,   0, 224, 420, 364,-3.12,-0.70,3.20,257.34,9,45.5613616,-84.7049384,3776
129, 30.00,03777,   1, 252,   0,1440,1245,1315,13.03,2.50,13.27,79.14,9,45.5613862,-84.7047305,3777
129, 30.00,03778,   1,  87,   0,1401,1206,1277,12.72,2.35,12.94,79.53,5,45.5613850,-84.7047344,3778
129, 30.00,03779,   1, 114,   0,1433,1240,1317,13.15,1.90,13.29,81.76,11,45.5613809,-84.7047291,3779
