sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
128, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5613743,-84.7049044
128, 30.00,03721,   1, 364,   0,1050,1215,1048,-9.48,5.36,10.89,299.48,11,45.5614250,-84.7050238,3721
128, 30.00,03722,   1, 327,   0, 924,1098, 945,-8.99,3.83,9.77,293.08,4,45.5614111,-84.7050180,3722
128, 30.00,03723,   1, 392,   0,1260,1449,1328,-13.14,2.14,13.31,279.24,6,45.5613970,-84.7050718,3723
128, 30.00,03724,   1, 215,   0,1276,1475,1380,-13.71,-0.21,13.71,269.13,7,45.5613760,-84.7050799,3724
128, 30.00,03725,   1, 250,   0, 743, 927, 781,-7.65,2.58,8.07,288.64,2,45.5613995,-84.7050013,3725
128, 30.00,03726,   1, 324,   0, 758, 953, 839,-8.33,0.86,8.37,275.88,4,45.5613842,-84.7050107,3726
128, 30.00,03727,   1, 334,   0, 632, 829, 717,-7.09,0.62,7.11,275.00,2,45.5613817,-84.7049949,3727
128, 30.00,03728,   1, 241,   0, 844,1037, 994,-9.05,-2.89,9.50,252.32,10,45.5613507,-84.7050213,3728
128, 30.00,03729,   1, 281,   0, 843,1024, 998,-8.71,-3.64,9.44,247.30,-17,45.5613438,-84.7050172,3729
128, 30.00,03730,   1, 350,   0,1040,1181,1255,-7.15,-8.93,11.44,218.68,1,45.5612959,-84.7049992,3730
128, 30.00,03731,   1, 140,   0, 739, 873, 938,-5.31,-6.57,8.45,218.96,3,45.5613166,-84.7049748,3731
128, 30.00,03732,   1, 123,   0, 279, 466, 348,-3.48,0.66,3.54,280.74,3,45.5613812,-84.7049486,3732
128, 30.00,03733,   1, 104,   0, 125, 320, 274,-2.22,-0.53,2.29,256.50,9,45.5613701,-84.7049330,3733
128, 30.00,03734,   1,  95,   0, 592, 653, 455,-2.00,5.27,5.64,339.22,1,45.5614222,-84.7049280,3734
128, 30.00,03735,   1, 137,   0,1238,1259,1070,-1.36,11.79,11.87,353.42,7,45.5614807,-84.7049175,3735
128, 30.00,03736,   1, 408,   0,1381,1384,1217,-0.45,13.12,13.13,358.05,7,45.5614925,-84.7049053,3736
128, 30.00,03737,   1, 347,   0,1562,1540,1374,1.46,14.72,14.80,5.65,4,45.5615064,-84.7048803,3737
