sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
119, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5609119,-84.7045341
119, 25.00,03546,   1, 156,   0, 441, 398, 575,1.05,-4.51,4.63,166.88,17,45.5608710,-84.7045223,3546
119, 25.00,03547,   1, 291,   0, 529, 474, 665,1.56,-5.18,5.41,163.22,14,45.5608649,-84.7045160,3547
119, 25.00,03548,   1, 212,   0, 504, 543, 686,-0.89,-5.60,5.67,189.05,8,45.5608618,-84.7045476,3548
119, 25.00,03549,   1, 234,   0, 527, 573, 711,-1.12,-5.82,5.93,190.88,11,45.5608598,-84.7045506,3549
119, 25.00,03550,   1, 279,   0, 598, 513, 711,2.48,-5.39,5.93,155.33,3,45.5608628,-84.7045044,3550
119, 25.00,03551,   1,  83,   0, 953, 767, 934,8.08,-3.55,8.83,113.74,11,45.5608779,-84.7044320,3551
119, 25.00,03552,   1, 234,   0, 830, 634, 742,7.28,0.01,7.28,89.92,12,45.5609101,-84.7044409,3552
119, 25.00,03553,   1, 402,   0,1224,1049,1066,9.82,4.90,10.98,63.46,-10,45.5609535,-84.7044066,3553
119, 25.00,03557,   1,  83,   0,1397,1208,1355,12.64,-3.80,13.20,106.74,-13,45.5608745,-84.7043737,3557
119, 25.00,03558,   1,  82,   0,1581,1390,1538,14.40,-4.31,15.03,106.65,7,45.5608695,-84.7043513,3558
119, 25.00,03559,   1,  82,   0,1499,1322,1481,13.11,-5.82,14.35,113.95,8,45.5608562,-84.7043684,3559
119, 25.00,03560,   1, 104,   0,1851,1660,1810,16.93,-5.27,17.73,107.29,10,45.5608602,-84.7043193,3560
