sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
115, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5611958,-84.7054715
115, 25.00,03472,   1,  75,   0,1348,1540,1412,-14.04,2.87,14.33,281.53,10,45.5612252,-84.7056503,3472
115, 25.00,03473,   1, 102,   0,1260,1454,1340,-13.40,1.58,13.49,276.74,12,45.5612135,-84.7056425,3473
115, 25.00,03474,   1, 118,   0,1412,1612,1540,-15.02,-2.30,15.20,261.29,9,45.5611789,-84.7056647,3474
115, 25.00,03475,   1, 107,   0,1311,1506,1455,-13.74,-3.69,14.23,254.97,-11,45.5611661,-84.7056488,3475
115, 25.00,03476,   1,  87,   0,1111,1313,1218,-12.12,-0.33,12.12,268.46,17,45.5611960,-84.7056268,3476
115, 25.00,03477,   1,  80,   0, 978,1116, 923,-7.15,7.06,10.05,314.64,1,45.5612611,-84.7055605,3477
115, 25.00,03478,   1, 106,   0, 882,1068, 997,-9.73,-1.20,9.80,262.94,-21,45.5611874,-84.7055965,3478
115, 25.00,03479,   1,  87,   0, 907,1102,1030,-10.03,-1.34,10.12,262.39,12,45.5611863,-84.7056004,3479
115, 25.00,03480,   1, 184,   0, 954,1157,1081,-10.47,-1.51,10.58,261.81,15,45.5611849,-84.7056061,3480
115, 25.00,03481,   1, 143,   0, 989,1218,1117,-10.98,-0.87,11.02,265.45,11,45.5611907,-84.7056125,3481
115, 25.00,03482,   1, 141,   0,1031,1234,1171,-11.16,-2.38,11.41,257.98,6,45.5611773,-84.7056153,3482
115, 25.00,03483,   1, 122,   0,1249,1420,1426,-11.52,-7.26,13.62,237.79,3,45.5611334,-84.7056217,3483
115, 25.00,03484,   1, 284,   0, 415, 604, 577,-4.78,-2.02,5.19,247.04,9,45.5611788,-84.7055335,3484
115, 25.00,00019,   1, 373,   0, 416, 587, 587,-4.34,-2.74,5.13,237.71,-19,45.5611722,-84.7055281,19
115, 25.00,03485,   1, 111,   0,1117,1195,1311,-4.45,-11.20,12.05,201.66,7,45.5610962,-84.7055326,3485
115, 25.00,03486,   1, 119,   0, 704, 816, 897,-4.29,-6.77,8.02,212.37,5,45.5611359,-84.7055290,3486
115, 25.00,03487,   1,  80,   0, 417, 559, 606,-3.55,-3.85,5.24,222.72,11,45.5611621,-84.7055184,3487
115, 25.00,03488,   1,  85,   0, 616, 515, 423,2.89,4.26,5.15,34.15,7,45.5612333,-84.7054330,3488
115, 25.00,03489,   1,  84,   0, 849, 853,1019,-0.09,-9.05,9.05,180.57,4,45.5611144,-84.7054760,3489
115, 25.00,03490,   1, 165,   0,1024,1041,1192,-0.77,-10.78,10.81,184.07,5,45.5610990,-84.7054853,3490
115, 25.00,03491,   1, 131,   0,1174,1034,1238,7.65,-8.52,11.45,138.10,6,45.5611171,-84.7053767,3491
115, 25.00,00020,   1, 314,   0,1127, 994,1194,7.16,-8.26,10.93,139.08,8,45.5611196,-84.7053829,20
115, 25.00,00021,   1, 160,   0,1640,1474,1663,12.81,-9.38,15.88,126.22,5,45.5611081,-84.7053109,21
115, 25.00,03493,   1, 208,   0,1638,1478,1670,12.41,-9.94,15.90,128.70,8,45.5611032,-84.7053163,3493
115, 25.00,03492,   1,  82,   0,1257,1063,1158,11.58,0.50,11.59,87.53,11,45.5611973,-84.7053230,3492
