sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
136, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5615152,-84.7034632
136, 30.00,03853,   1,  89,   0, 513, 690, 691,-5.38,-3.23,6.27,239.02,11,45.5614875,-84.7035333,3853
136, 30.00,03854,   1,  89,   0, 233, 130, 312,1.02,-1.85,2.11,151.15,9,45.5614983,-84.7034509,3854
136, 30.00,03855,   1, 152,   0, 653, 822, 659,-6.25,3.27,7.05,297.62,5,45.5615462,-84.7035420,3855
136, 30.00,03856,   1,  79,   0, 409, 514, 326,-2.54,3.22,4.10,321.72,-14,45.5615448,-84.7034946,3856
136, 30.00,03857,   1, 102,   0, 536, 615, 418,-2.38,4.62,5.19,332.70,7,45.5615573,-84.7034920,3857
136, 30.00,03858,   1, 137,   0, 746, 832, 635,-3.53,6.42,7.33,331.18,7,45.5615739,-84.7035061,3858
136, 30.00,03859,   1,  70,   0,1048,1116, 919,-3.78,9.55,10.27,338.44,5,45.5616021,-84.7035081,3859
136, 30.00,03860,   1, 249,   0,1083,1153, 958,-4.12,9.73,10.56,337.07,10,45.5616038,-84.7035124,3860
136, 30.00,03861,   1, 292,   0,1247,1291,1099,-2.97,11.66,12.03,345.72,7,45.5616208,-84.7034970,3861
136, 30.00,03862,   1, 225,   0,1062,1103, 914,-2.39,9.92,10.20,346.45,-9,45.5616050,-84.7034902,3862
136, 30.00,03863,   1,  83,   0,1018,1058, 869,-2.21,9.56,9.81,346.98,-12,45.5616017,-84.7034880,3863
136, 30.00,03864,   1, 227,   0,1207,1207,1029,-0.15,11.41,11.42,359.25,-7,45.5616179,-84.7034610,3864
136, 30.00,03865,   1,  80,   0,1269,1283,1102,-1.01,12.14,12.18,355.24,-11,45.5616247,-84.7034717,3865
136, 30.00,03866,   1,  89,   0, 905, 872, 715,1.42,8.17,8.29,9.83,8,45.5615883,-84.7034421,3866
136, 30.00,03867,   1,  93,   0, 743, 748, 569,-0.26,6.84,6.85,357.84,6,45.5615768,-84.7034640,3867
136, 30.00,03868,   1,  95,   0, 474, 446, 281,0.58,3.91,3.95,8.40,6,45.5615502,-84.7034544,3868
136, 30.00,03869,   1,  78,   0, 389, 371, 198,0.28,3.12,3.13,5.06,9,45.5615432,-84.7034585,3869
136, 30.00,03870,   1, 179,   0, 542, 454, 653,2.32,-4.88,5.40,154.59,12,45.5614707,-84.7034353,3870
136, 30.00,03871,   1, 221,   0, 775, 606, 783,6.09,-3.71,7.13,121.32,-15,45.5614803,-84.7033866,3871
136, 30.00,03872,   1, 229,   0, 543, 400, 369,3.26,2.73,4.25,50.06,3,45.5615389,-84.7034205,3872
136, 30.00,03873,   1, 198,   0, 556, 388, 407,3.93,1.99,4.40,63.15,6,45.5615321,-84.7034122,3873
136, 30.00,03874,   1,  75,   0, 775, 678, 583,3.61,5.73,6.78,32.23,10,45.5615658,-84.7034149,3874
136, 30.00,03875,   1,  69,   0,1071,1029, 877,2.18,9.68,9.93,12.70,5,45.5616017,-84.7034317,3875
136, 30.00,03876,   1,  72,   0,1202,1155,1009,2.78,10.87,11.22,14.34,7,45.5616122,-84.7034237,3876
136, 30.00,03877,   1, 199,   0,1170,1113, 975,3.15,10.33,10.80,16.94,7,45.5616073,-84.7034192,3877
136, 30.00,03878,   1, 137,   0,1387,1324,1193,4.27,12.26,12.98,19.20,11,45.5616244,-84.7034041,3878
136, 30.00,03879,   1,  69,   0,1342,1246,1144,6.23,10.78,12.45,30.01,8,45.5616106,-84.7033795,3879
136, 30.00,03880,   1,  81,   0,1486,1378,1290,7.79,11.46,13.86,34.22,8,45.5616162,-84.7033592,3880
136, 30.00,03881,   1,  62,   0,1679,1544,1489,10.99,11.26,15.73,44.31,7,45.5616136,-84.7033184,3881
136, 30.00,03882,   1, 203,   0,1322,1202,1131,7.69,9.39,12.14,39.34,8,45.5615976,-84.7033613,3882
136, 30.00,03883,   1,  73,   0,1133, 971, 969,8.78,5.26,10.24,59.09,-10,45.5615602,-84.7033488,3883
136, 30.00,03884,   1, 102,   0, 791, 611, 649,6.37,2.38,6.80,69.50,7,45.5615350,-84.7033808,3884
136, 30.00,03885,   1, 100,   0, 798, 607, 674,6.73,1.49,6.90,77.55,4,45.5615268,-84.7033765,3885
136, 30.00,03886,   1, 232,   0,1059, 863, 990,9.56,-1.23,9.64,97.31,11,45.5615017,-84.7033413,3886
136, 30.00,03921,   1, 132,   0,1571,1411,1396,12.01,8.26,14.57,55.49,7,45.5615864,-84.7033064,3921
136, 30.00,03887,   1, 241,   0,1380,1203,1376,11.55,-6.20,13.11,118.22,-16,45.5614565,-84.7033176,3887
136, 30.00,03888,   1, 245,   0,1528,1378,1569,11.08,-9.87,14.84,131.69,-12,45.5614236,-84.7033250,3888
136, 30.00,03889,   1, 103,   0,1426,1314,1505,8.13,-11.58,14.15,144.92,-21,45.5614090,-84.7033634,3889
136, 30.00,00064,   1,  62,   0, 436, 318, 256,2.25,2.41,3.29,43.04,6,45.5615363,-84.7034336,64
136, 30.00,90065,   1, 422,   0,1008, 817, 889,8.71,1.74,8.88,78.71,11,45.5615286,-84.7033511,90065
136, 30.00,90066,   1, 278,   0,1340,1151,1300,12.00,-3.66,12.55,106.97,10,45.5614792,-84.7033109,90066
