sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
139, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5613890,-84.7029050
139, 30.00,03918,   1, 126,   0,1031,1109,1220,-4.25,-10.33,11.17,202.37,-15,45.5612972,-84.7029632,3918
139, 30.00,03919,   1, 181,   0,1024,1100,1217,-3.93,-10.35,11.07,200.80,8,45.5612969,-84.7029591,3919
139, 30.00,03920,   1,  90,   0, 962,1028,1151,-3.25,-9.94,10.45,198.09,-7,45.5613005,-84.7029502,3920
139, 30.00,03934,   1, 213,   0,1548,1416,1356,9.71,10.56,14.35,42.58,4,45.5614815,-84.7027768,3934
139, 30.00,03935,   1, 206,   0,1294,1148,1115,9.04,7.60,11.81,49.96,9,45.5614550,-84.7027865,3935
139, 30.00,03936,   1, 292,   0,1037, 880, 865,7.50,5.27,9.17,54.87,9,45.5614345,-84.7028070,3936
139, 30.00,03937,   1, 199,   0, 681, 528, 515,4.65,3.22,5.65,55.32,13,45.5614167,-84.7028443,3937
139, 30.00,03938,   1, 228,   0, 733, 602, 555,4.43,4.35,6.21,45.57,-14,45.5614269,-84.7028466,3938
139, 30.00,03939,   1, 217,   0, 742, 586, 579,5.23,3.45,6.27,56.58,12,45.5614187,-84.7028367,3939
139, 30.00,03940,   1, 338,   0, 609, 422, 512,4.97,0.56,5.00,83.53,-17,45.5613928,-84.7028411,3940
139, 30.00,03941,   1, 266,   0, 590, 470, 405,3.11,3.59,4.75,40.85,7,45.5614205,-84.7028639,3941
