sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
126, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5616216,-84.7052670
126, 30.00,03664,   1,  93,   0,1639,1578,1445,4.97,14.73,15.54,18.65,8,45.5617528,-84.7051980,3664
126, 30.00,03665,   1,  90,   0,1729,1666,1536,5.48,15.51,16.45,19.45,8,45.5617597,-84.7051912,3665
126, 30.00,03666,   1, 295,   0,1199,1127,1005,4.10,10.21,11.00,21.87,12,45.5617124,-84.7052108,3666
126, 30.00,03667,   1,  85,   0, 596, 586, 418,0.26,5.30,5.30,2.81,-16,45.5616692,-84.7052617,3667
126, 30.00,03668,   1, 222,   0,1264,1135,1072,7.62,8.61,11.50,41.49,6,45.5616971,-84.7051663,3668
126, 30.00,03669,   1, 294,   0,1558,1421,1372,10.25,10.12,14.40,45.36,11,45.5617100,-84.7051321,3669
126, 30.00,03670,   1,  99,   0,1295,1105,1146,11.14,3.90,11.81,70.71,4,45.5616538,-84.7051229,3670
126, 30.00,03671,   1, 103,   0,1329,1139,1181,11.49,3.95,12.15,71.03,7,45.5616542,-84.7051184,3671
126, 30.00,03672,   1,  91,   0,1354,1162,1205,11.75,3.98,12.40,71.29,6,45.5616544,-84.7051152,3672
126, 30.00,03673,   1, 123,   0,1073, 880, 938,9.30,2.44,9.62,75.31,2,45.5616412,-84.7051470,3673
126, 30.00,03674,   1, 359,   0, 758, 587, 602,5.60,2.96,6.33,62.11,8,45.5616468,-84.7051943,3674
126, 30.00,03675,   1, 170,   0, 628, 683, 815,-1.68,-6.80,7.01,193.84,4,45.5615609,-84.7052909,3675
126, 30.00,03676,   1,  96,   0, 656, 711, 843,-1.80,-7.11,7.34,194.22,5,45.5615581,-84.7052927,3676
126, 30.00,03677,   1, 402,   0, 748, 814, 939,-2.32,-7.83,8.17,196.50,1,45.5615518,-84.7052996,3677
126, 30.00,03678,   1, 333,   0, 680, 777, 874,-3.42,-6.81,7.62,206.66,13,45.5615613,-84.7053133,3678
126, 30.00,03679,   1, 109,   0, 578, 700, 781,-3.80,-5.66,6.81,213.90,4,45.5615717,-84.7053177,3679
126, 30.00,03680,   1, 335,   0, 738, 886, 935,-5.78,-6.08,8.39,223.51,7,45.5615684,-84.7053432,3680
126, 30.00,03681,   1,  93,   0, 885,1022,1087,-6.41,-7.61,9.95,220.14,6,45.5615549,-84.7053519,3681
126, 30.00,03682,   1, 100,   0, 974,1109,1215,-6.15,-9.05,10.94,214.20,-1,45.5615418,-84.7053490,3682
126, 30.00,03683,   1,  89,   0, 988,1120,1188,-6.88,-8.54,10.97,218.87,4,45.5615466,-84.7053583,3683
126, 30.00,03684,   1, 346,   0,1123,1288,1311,-9.65,-7.57,12.27,231.89,5,45.5615560,-84.7053934,3684
