sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
120, 25.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5609719,-84.7042219
120, 25.00,03554,   1,  97,   0, 691, 851, 884,-6.11,-5.26,8.06,229.28,1,45.5609262,-84.7043020,3554
120, 25.00,03555,   1, 251,   0, 599, 571, 748,0.99,-6.21,6.29,170.99,15,45.5609158,-84.7042115,3555
120, 25.00,00031,   1, 334,   0, 654, 605, 788,1.77,-6.44,6.68,164.66,-15,45.5609135,-84.7042016,31
120, 25.00,00032,   1, 275,   0, 546, 420, 619,3.17,-4.08,5.17,142.12,6,45.5609344,-84.7041827,32
120, 25.00,00033,   1, 191,   0, 769, 579, 700,6.73,-0.63,6.76,95.33,-11,45.5609645,-84.7041359,33
120, 25.00,00034,   1, 397,   0,1213,1046,1056,9.59,5.18,10.90,61.62,8,45.5610160,-84.7040972,34
120, 25.00,03556,   1, 124,   0,1194,1114,1301,4.91,-10.96,12.01,155.87,-13,45.5608721,-84.7041630,3556
120, 25.00,03561,   1,  85,   0, 364, 557, 530,-4.46,-1.77,4.79,248.33,-6,45.5609571,-84.7042796,3561
120, 25.00,03562,   1, 126,   0, 299, 496, 442,-3.96,-0.88,4.06,257.43,7,45.5609650,-84.7042729,3562
120, 25.00,03563,   1,  91,   0, 402, 580, 463,-4.66,1.01,4.77,282.21,-18,45.5609822,-84.7042812,3563
120, 25.00,03564,   1, 197,   0, 463, 623, 469,-4.52,2.31,5.07,297.06,12,45.5609938,-84.7042789,3564
120, 25.00,03565,   1, 128,   0, 525, 666, 492,-4.36,3.43,5.55,308.15,-10,45.5610039,-84.7042765,3565
120, 25.00,03566,   1, 133,   0, 694, 713, 524,-0.75,6.35,6.40,353.31,6,45.5610293,-84.7042291,3566
120, 25.00,03567,   1, 130,   0, 621, 485, 665,4.18,-4.11,5.86,134.49,-23,45.5609339,-84.7041699,3567
120, 25.00,03568,   1, 343,   0,1163, 989,1163,9.56,-5.28,10.92,118.91,8,45.5609220,-84.7041015,3568
120, 25.00,03569,   1,  87,   0,1525,1335,1488,13.74,-4.60,14.50,108.52,6,45.5609270,-84.7040476,3569
120, 25.00,03570,   1, 117,   0, 731, 544, 682,6.34,-1.34,6.48,101.97,13,45.5609582,-84.7041412,3570
120, 25.00,03571,   1, 116,   0, 717, 525, 664,6.19,-1.21,6.31,101.03,4,45.5609595,-84.7041430,3571
120, 25.00,03572,   1,  81,   0, 742, 627, 551,3.96,5.00,6.38,38.38,-8,45.5610159,-84.7041693,3572
120, 25.00,03573,   1,  84,   0,1711,1526,1568,15.22,5.02,16.02,71.73,10,45.5610132,-84.7040252,3573
120, 25.00,03574,   1, 161,   0,1484,1324,1316,11.55,7.40,13.72,57.33,-14,45.5610355,-84.7040713,3574
120, 25.00,03575,   1, 417,   0,1740,1602,1572,12.50,10.36,16.23,50.35,11,45.5610618,-84.7040581,3575
120, 25.00,03595,   1, 142,   0, 876, 692, 757,7.53,1.66,7.71,77.55,12,45.5609849,-84.7041248,3595
120, 25.00,03596,   1, 152,   0, 922, 742, 798,7.91,2.07,8.17,75.35,-14,45.5609885,-84.7041199,3596
120, 25.00,03597,   1,  83,   0, 903, 720, 788,7.87,1.56,8.03,78.79,11,45.5609839,-84.7041205,3597
