sep=,
Plot,Plot_Radius,Nr,Tree_Spc,Tree_Dia,Tree_Hgt,Tree_PosTex1,Tree_PosTex2,Tree_PosTex3,Tree_Local_x,Tree_Local_y,Tree_Local_Dist,Tree_Local_Angle,Tree_Angle_ToPlotCenter,Latitude,Longitude,Tree_Nr
137, 30.00,Plot,0,,0,0,0,0,0,0,0,0,0,45.5614885,-84.7032318
137, 30.00,03890,   1, 100,   0,1084,1112,1278,-1.44,-11.45,11.54,187.16,10,45.5613858,-84.7032545,3890
137, 30.00,03891,   1, 223,   0,1038,1017,1181,1.29,-10.64,10.72,173.08,-17,45.5613924,-84.7032192,3891
137, 30.00,03892,   1, 358,   0,1275,1249,1411,1.92,-12.86,13.00,171.50,-15,45.5613724,-84.7032120,3892
137, 30.00,03893,   1,  89,   0,1209,1120,1316,5.35,-10.90,12.14,153.85,11,45.5613891,-84.7031673,3893
137, 30.00,03894,   1, 244,   0,1271,1160,1352,7.11,-10.32,12.53,145.43,15,45.5613939,-84.7031446,3894
137, 30.00,03895,   1, 136,   0,1250,1124,1318,7.74,-9.54,12.28,140.96,13,45.5614007,-84.7031363,3895
137, 30.00,03896,   1, 197,   0,1259,1132,1324,7.95,-9.41,12.32,139.80,-15,45.5614018,-84.7031335,3896
137, 30.00,03897,   1, 240,   0, 758, 713, 889,1.87,-7.55,7.77,166.05,-17,45.5614201,-84.7032106,3897
137, 30.00,03898,   1, 353,   0, 588, 412, 587,4.57,-2.37,5.14,117.39,-12,45.5614660,-84.7031742,3898
137, 30.00,03899,   1, 107,   0, 695, 510, 667,5.84,-2.11,6.21,109.82,-15,45.5614680,-84.7031578,3899
137, 30.00,03900,   1, 148,   0, 539, 682, 509,-4.52,3.47,5.70,307.49,-15,45.5615208,-84.7032885,3900
137, 30.00,03901,   1, 283,   0, 787, 883, 688,-4.19,6.53,7.76,327.34,-10,45.5615483,-84.7032830,3901
137, 30.00,03902,   1, 327,   0, 394, 478, 284,-2.00,3.09,3.68,327.16,9,45.5615168,-84.7032563,3902
137, 30.00,03903,   1, 622,   0,1496,1384,1303,7.91,11.18,13.69,35.27,6,45.5615870,-84.7031265,3903
137, 30.00,03904,   1,  80,   0, 812, 643, 650,6.14,3.37,7.00,61.24,-1,45.5615172,-84.7031520,3904
137, 30.00,03905,   1, 107,   0, 982, 800, 845,8.32,2.67,8.74,72.20,-16,45.5615104,-84.7031243,3905
137, 30.00,00067,   1, 275,   0, 389, 439, 250,-1.25,3.22,3.46,338.76,-17,45.5615178,-84.7032467,67
137, 30.00,00068,   1,  91,   0, 494, 500, 321,-0.25,4.34,4.34,356.66,-13,45.5615275,-84.7032335,68
137, 30.00,00069,   1,  73,   0, 292, 206, 382,1.21,-2.58,2.85,154.87,-20,45.5614649,-84.7032173,69
